Source File Name:	essevaiMAG
Point Index:	1	[x = 0.0321152	y = 0.0231113	z = -1.23]
Component:	Root
Signal:	Time - Ref1 Force - Samples

Time	Time Signal
[ s ]	[ N ]
0.0605	-0.2525955
0.0606	-0.2525392
0.0607	-0.2523194
0.0608	-0.2516586
0.0609	-0.2520799
0.061	-0.2518916
0.0611	-0.2516178
0.0612	-0.2519093
0.0613	-0.2509851
0.0614	-0.2510822
0.0615	-0.2511313
0.0616	-0.2511849
0.0617	-0.2514711
0.0618	-0.251637
0.0619	-0.2513963
0.062	-0.2512281
0.0621	-0.2513267
0.0622	-0.250898
0.0623	-0.2504221
0.0624	-0.2499445
0.0625	-0.2505173
0.0626	-0.2505114
0.0627	-0.2502607
0.0628	-0.2506292
0.0629	-0.2509726
0.063	-0.2509728
0.0631	-0.2504672
0.0632	-0.2506983
0.0633	-0.2506287
0.0634	-0.2499856
0.0635	-0.2498574
0.0636	-0.2503038
0.0637	-0.2505499
0.0638	-0.250439
0.0639	-0.2499792
0.064	-0.2502527
0.0641	-0.2495979
0.0642	-0.2493268
0.0643	-0.2493335
0.0644	-0.2497343
0.0645	-0.2495337
0.0646	-0.2492708
0.0647	-0.2492021
0.0648	-0.2491341
0.0649	-0.2493927
0.065	-0.2490736
0.0651	-0.2496358
0.0652	-0.2493524
0.0653	-0.2491962
0.0654	-0.2486738
0.0655	-0.2487269
0.0656	-0.2493945
0.0657	-0.2494702
0.0658	-0.2491508
0.0659	-0.2490257
0.066	-0.2493012
0.0661	-0.2491041
0.0662	-0.2488881
0.0663	-0.2484138
0.0664	-0.2486466
0.0665	-0.2481641
0.0666	-0.2480015
0.0667	-0.2481894
0.0668	-0.2480561
0.0669	-0.2478351
0.067	-0.2483203
0.0671	-0.2486722
0.0672	-0.2479307
0.0673	-0.2477114
0.0674	-0.2480916
0.0675	-0.2491684
0.0676	-0.2485461
0.0677	-0.248114
0.0678	-0.2488927
0.0679	-0.2481706
0.068	-0.2490177
0.0681	-0.2483869
0.0682	-0.248468
0.0683	-0.2494566
0.0684	-0.2489217
0.0685	-0.2488965
0.0686	-0.2489762
0.0687	-0.2487907
0.0688	-0.2487563
0.0689	-0.2492534
0.069	-0.2502637
0.0691	-0.2493959
0.0692	-0.2488134
0.0693	-0.2491932
0.0694	-0.2495337
0.0695	-0.2496272
0.0696	-0.249392
0.0697	-0.2489045
0.0698	-0.2489401
0.0699	-0.2492268
0.07	-0.249013
0.0701	-0.2491996
0.0702	-0.2497812
0.0703	-0.2494407
0.0704	-0.2492511
0.0705	-0.2492409
0.0706	-0.2490158
0.0707	-0.2481145
0.0708	-0.2471745
0.0709	-0.2471555
0.071	-0.2470426
0.0711	-0.2473048
0.0712	-0.247186
0.0713	-0.2471381
0.0714	-0.2465263
0.0715	-0.2469033
0.0716	-0.2469601
0.0717	-0.2474057
0.0718	-0.2476576
0.0719	-0.2472782
0.072	-0.2464371
0.0721	-0.2468309
0.0722	-0.2470368
0.0723	-0.246365
0.0724	-0.2464906
0.0725	-0.2459099
0.0726	-0.2462082
0.0727	-0.2462841
0.0728	-0.2462337
0.0729	-0.2458778
0.073	-0.2463827
0.0731	-0.2464407
0.0732	-0.2462601
0.0733	-0.2463006
0.0734	-0.2466628
0.0735	-0.2469025
0.0736	-0.2467869
0.0737	-0.2470943
0.0738	-0.2464094
0.0739	-0.2460403
0.074	-0.2464478
0.0741	-0.245302
0.0742	-0.2462623
0.0743	-0.2455278
0.0744	-0.2463385
0.0745	-0.2456098
0.0746	-0.2459487
0.0747	-0.245426
0.0748	-0.2454118
0.0749	-0.2453004
0.075	-0.245242
0.0751	-0.2456927
0.0752	-0.2451061
0.0753	-0.2443875
0.0754	-0.2455871
0.0755	-0.2461071
0.0756	-0.2454176
0.0757	-0.2458133
0.0758	-0.2453896
0.0759	-0.2457128
0.076	-0.2459483
0.0761	-0.2449033
0.0762	-0.2447646
0.0763	-0.2449834
0.0764	-0.2448224
0.0765	-0.2440187
0.0766	-0.2443413
0.0767	-0.2444105
0.0768	-0.2443223
0.0769	-0.2443425
0.077	-0.2447681
0.0771	-0.2451151
0.0772	-0.2451221
0.0773	-0.2456683
0.0774	-0.2453638
0.0775	-0.2451946
0.0776	-0.2443907
0.0777	-0.2443689
0.0778	-0.2445871
0.0779	-0.244095
0.078	-0.2440939
0.0781	-0.2438332
0.0782	-0.2432114
0.0783	-0.243343
0.0784	-0.2433653
0.0785	-0.243224
0.0786	-0.2426394
0.0787	-0.2433668
0.0788	-0.2443882
0.0789	-0.2438361
0.079	-0.2443473
0.0791	-0.2437947
0.0792	-0.2438602
0.0793	-0.2445547
0.0794	-0.2436868
0.0795	-0.2435468
0.0796	-0.243387
0.0797	-0.2435728
0.0798	-0.2432475
0.0799	-0.2437668
0.08	-0.2441516
0.0801	-0.2438063
0.0802	-0.2444662
0.0803	-0.2443658
0.0804	-0.2443532
0.0805	-0.2446481
0.0806	-0.2444211
0.0807	-0.2438826
0.0808	-0.2441263
0.0809	-0.244443
0.081	-0.2442966
0.0811	-0.2438043
0.0812	-0.2442709
0.0813	-0.2447143
0.0814	-0.2441354
0.0815	-0.2440022
0.0816	-0.2442761
0.0817	-0.2444011
0.0818	-0.2436505
0.0819	-0.2441194
0.082	-0.2440794
0.0821	-0.2447667
0.0822	-0.2446165
0.0823	-0.2444249
0.0824	-0.2448851
0.0825	-0.244643
0.0826	-0.2442508
0.0827	-0.2439464
0.0828	-0.243907
0.0829	-0.2435965
0.083	-0.24449
0.0831	-0.2448837
0.0832	-0.2449724
0.0833	-0.244885
0.0834	-0.2447698
0.0835	-0.244923
0.0836	-0.2451889
0.0837	-0.2445745
0.0838	-0.2451441
0.0839	-0.245165
0.084	-0.2446719
0.0841	-0.2447035
0.0842	-0.2445115
0.0843	-0.2447904
0.0844	-0.2446066
0.0845	-0.2438205
0.0846	-0.2438656
0.0847	-0.2445329
0.0848	-0.2441234
0.0849	-0.2447615
0.085	-0.243697
0.0851	-0.2437453
0.0852	-0.2441407
0.0853	-0.2438426
0.0854	-0.2439709
0.0855	-0.2440992
0.0856	-0.2442588
0.0857	-0.2439636
0.0858	-0.2439252
0.0859	-0.243724
0.086	-0.2436626
0.0861	-0.2434931
0.0862	-0.2430462
0.0863	-0.2427472
0.0864	-0.2429397
0.0865	-0.2428121
0.0866	-0.2429551
0.0867	-0.2429392
0.0868	-0.2433383
0.0869	-0.2427582
0.087	-0.2423035
0.0871	-0.2426587
0.0872	-0.2418688
0.0873	-0.2419293
0.0874	-0.2420927
0.0875	-0.2420492
0.0876	-0.2420711
0.0877	-0.2422835
0.0878	-0.2417075
0.0879	-0.2417236
0.088	-0.2421854
0.0881	-0.2426674
0.0882	-0.2429341
0.0883	-0.2428031
0.0884	-0.2432466
0.0885	-0.2431343
0.0886	-0.2429034
0.0887	-0.2430174
0.0888	-0.2427787
0.0889	-0.242787
0.089	-0.2424829
0.0891	-0.2419358
0.0892	-0.2424958
0.0893	-0.2425726
0.0894	-0.2426217
0.0895	-0.2428911
0.0896	-0.2428967
0.0897	-0.242607
0.0898	-0.2423684
0.0899	-0.2424138
0.09	-0.242133
0.0901	-0.2419977
0.0902	-0.2421814
0.0903	-0.2418425
0.0904	-0.2416469
0.0905	-0.2416761
0.0906	-0.2406289
0.0907	-0.2411984
0.0908	-0.2408663
0.0909	-0.2409285
0.091	-0.2405363
0.0911	-0.2407793
0.0912	-0.2408551
0.0913	-0.2410396
0.0914	-0.2406965
0.0915	-0.2406777
0.0916	-0.2410752
0.0917	-0.2405629
0.0918	-0.2404934
0.0919	-0.2406577
0.092	-0.2401015
0.0921	-0.2409813
0.0922	-0.2412311
0.0923	-0.2405474
0.0924	-0.2404486
0.0925	-0.2402026
0.0926	-0.2398988
0.0927	-0.2400024
0.0928	-0.239826
0.0929	-0.2399547
0.093	-0.2401922
0.0931	-0.2407397
0.0932	-0.2402688
0.0933	-0.2399349
0.0934	-0.240407
0.0935	-0.24019
0.0936	-0.2399286
0.0937	-0.2396355
0.0938	-0.24011
0.0939	-0.2399843
0.094	-0.2396244
0.0941	-0.2387304
0.0942	-0.2384569
0.0943	-0.2388984
0.0944	-0.2392814
0.0945	-0.2400079
0.0946	-0.2401009
0.0947	-0.2405927
0.0948	-0.2401312
0.0949	-0.2401884
0.095	-0.2404656
0.0951	-0.2401121
0.0952	-0.2405946
0.0953	-0.2402401
0.0954	-0.2399052
0.0955	-0.2399865
0.0956	-0.2397769
0.0957	-0.2395232
0.0958	-0.2394528
0.0959	-0.2394997
0.096	-0.2398412
0.0961	-0.2400069
0.0962	-0.2391233
0.0963	-0.2389258
0.0964	-0.2398185
0.0965	-0.2385567
0.0966	-0.2391789
0.0967	-0.2384589
0.0968	-0.2385104
0.0969	-0.2385066
0.097	-0.2385276
0.0971	-0.2394488
0.0972	-0.2389028
0.0973	-0.2394841
0.0974	-0.2387256
0.0975	-0.2386834
0.0976	-0.2393453
0.0977	-0.2388698
0.0978	-0.2383481
0.0979	-0.2384343
0.098	-0.2389296
0.0981	-0.2383988
0.0982	-0.2378931
0.0983	-0.2381506
0.0984	-0.2372349
0.0985	-0.2369059
0.0986	-0.2371279
0.0987	-0.2379435
0.0988	-0.2376233
0.0989	-0.2372525
0.099	-0.236993
0.0991	-0.2365568
0.0992	-0.2368286
0.0993	-0.2369547
0.0994	-0.2369613
0.0995	-0.2368206
0.0996	-0.2367291
0.0997	-0.2362102
0.0998	-0.2360306
0.0999	-0.2360699
0.1	-0.2356393
0.1001	-0.2356824
0.1002	-0.2359491
0.1003	-0.23538
0.1004	-0.2352502
0.1005	-0.2350517
0.1006	-0.2347132
0.1007	-0.2353263
0.1008	-0.2361113
0.1009	-0.2354714
0.101	-0.2354637
0.1011	-0.2351337
0.1012	-0.2348882
0.1013	-0.2348687
0.1014	-0.2345623
0.1015	-0.2353395
0.1016	-0.2345411
0.1017	-0.2342983
0.1018	-0.2340426
0.1019	-0.2337779
0.102	-0.2342655
0.1021	-0.2340289
0.1022	-0.2342062
0.1023	-0.2338095
0.1024	-0.2335071
0.1025	-0.2337027
0.1026	-0.2332596
0.1027	-0.2331797
0.1028	-0.2328674
0.1029	-0.2330171
0.103	-0.2326991
0.1031	-0.2327549
0.1032	-0.2329111
0.1033	-0.2326228
0.1034	-0.2328225
0.1035	-0.2330931
0.1036	-0.2327483
0.1037	-0.23218
0.1038	-0.2322928
0.1039	-0.2318583
0.104	-0.2312741
0.1041	-0.2310889
0.1042	-0.2316253
0.1043	-0.2313971
0.1044	-0.2308016
0.1045	-0.2314437
0.1046	-0.2311751
0.1047	-0.2313267
0.1048	-0.2312644
0.1049	-0.2305869
0.105	-0.231021
0.1051	-0.2310049
0.1052	-0.230659
0.1053	-0.2309347
0.1054	-0.2306505
0.1055	-0.2307259
0.1056	-0.2302295
0.1057	-0.2300407
0.1058	-0.230726
0.1059	-0.2314686
0.106	-0.2303185
0.1061	-0.229719
0.1062	-0.2301132
0.1063	-0.229926
0.1064	-0.2293159
0.1065	-0.2299932
0.1066	-0.2298391
0.1067	-0.2297831
0.1068	-0.2300589
0.1069	-0.2303725
0.107	-0.2287933
0.1071	-0.2299317
0.1072	-0.2293891
0.1073	-0.2292663
0.1074	-0.2297296
0.1075	-0.2294802
0.1076	-0.229562
0.1077	-0.2290096
0.1078	-0.2293298
0.1079	-0.2291432
0.108	-0.2292355
0.1081	-0.2296446
0.1082	-0.2294734
0.1083	-0.2294914
0.1084	-0.2295725
0.1085	-0.229537
0.1086	-0.2292481
0.1087	-0.2290587
0.1088	-0.2285912
0.1089	-0.2283155
0.109	-0.2285573
0.1091	-0.2277593
0.1092	-0.2277716
0.1093	-0.2273512
0.1094	-0.2275387
0.1095	-0.2277213
0.1096	-0.2272065
0.1097	-0.2269694
0.1098	-0.2275846
0.1099	-0.2271874
0.11	-0.2274791
0.1101	-0.2277308
0.1102	-0.227719
0.1103	-0.2276202
0.1104	-0.2281417
0.1105	-0.2286781
0.1106	-0.2281141
0.1107	-0.227454
0.1108	-0.2282269
0.1109	-0.2281139
0.111	-0.2281969
0.1111	-0.2281329
0.1112	-0.2277124
0.1113	-0.2277417
0.1114	-0.2277114
0.1115	-0.2271835
0.1116	-0.2269938
0.1117	-0.2272542
0.1118	-0.2270959
0.1119	-0.226724
0.112	-0.226932
0.1121	-0.2270162
0.1122	-0.2270474
0.1123	-0.2265175
0.1124	-0.2267253
0.1125	-0.2273844
0.1126	-0.2273471
0.1127	-0.2263446
0.1128	-0.2269104
0.1129	-0.2269269
0.113	-0.2266719
0.1131	-0.2269664
0.1132	-0.2265009
0.1133	-0.2264428
0.1134	-0.2259571
0.1135	-0.2249985
0.1136	-0.2256274
0.1137	-0.225645
0.1138	-0.2256436
0.1139	-0.225924
0.114	-0.2250274
0.1141	-0.2249756
0.1142	-0.2246069
0.1143	-0.2247552
0.1144	-0.2256651
0.1145	-0.2259755
0.1146	-0.2255617
0.1147	-0.2260217
0.1148	-0.2255675
0.1149	-0.2251996
0.115	-0.2255538
0.1151	-0.2253151
0.1152	-0.2252278
0.1153	-0.2257132
0.1154	-0.2250467
0.1155	-0.2250082
0.1156	-0.2246499
0.1157	-0.224241
0.1158	-0.2247136
0.1159	-0.2249878
0.116	-0.2242099
0.1161	-0.225218
0.1162	-0.2250795
0.1163	-0.225319
0.1164	-0.225354
