Source File Name:	t3
Point Index:	1	[x = 0.0321152	y = 0.0231113	z = -1.23]
Component:	Root
Signal:	Time - Ref1 Force - Samples

Time	Time Signal
[ s ]	[ N ]
0	7.008504
0.0001	24.79215
0.0002	34.32937
0.0003	39.07903
0.0004	40.80742
0.0005	35.98845
0.0006	30.21415
0.0007	23.14884
0.0008	14.51885
0.0009	8.374093
0.001	2.300663
0.0011	-1.281765
0.0012	-0.5131378
0.0013	-1.045008
0.0014	-0.7328073
0.0015	-0.8280809
0.0016	-0.5695832
0.0017	-0.635557
0.0018	-0.5419376
0.0019	-0.5431495
0.002	-0.5001346
0.0021	-0.5173337
0.0022	-0.5502412
0.0023	-0.5434576
0.0024	-0.5601995
0.0025	-0.5997399
0.0026	-0.6112119
0.0027	-0.6317471
0.0028	-0.6812251
0.0029	-0.6746247
0.003	-0.665318
0.0031	-0.6590313
0.0032	-0.6289473
0.0033	-0.5961443
0.0034	-0.5706216
0.0035	-0.5627341
0.0036	-0.5641173
0.0037	-0.5612655
0.0038	-0.5773087
0.0039	-0.609014
0.004	-0.6194247
0.0041	-0.6401216
0.0042	-0.6639801
0.0043	-0.6605091
0.0044	-0.6600047
0.0045	-0.6574013
0.0046	-0.6400462
0.0047	-0.6272147
0.0048	-0.6154156
0.0049	-0.6059525
0.005	-0.6049032
0.0051	-0.6009995
0.0052	-0.6106515
0.0053	-0.6255727
0.0054	-0.631344
0.0055	-0.6478083
0.0056	-0.6613038
0.0057	-0.6604534
0.0058	-0.6651505
0.0059	-0.665212
0.006	-0.6545711
0.0061	-0.6514068
0.0062	-0.6436816
0.0063	-0.6365429
0.0064	-0.6353966
0.0065	-0.632179
0.0066	-0.6383045
0.0067	-0.6446871
0.0068	-0.6473973
0.0069	-0.6582525
0.007	-0.664721
0.0071	-0.6651314
0.0072	-0.6702961
0.0073	-0.6682999
0.0074	-0.6638705
0.0075	-0.6642871
0.0076	-0.6581459
0.0077	-0.654651
0.0078	-0.6554875
0.0079	-0.6518182
0.008	-0.6546507
0.0081	-0.6572601
0.0082	-0.6583803
0.0083	-0.6648595
0.0084	-0.6679308
0.0085	-0.6696308
0.0086	-0.6734467
0.0087	-0.6726203
0.0088	-0.6725094
0.0089	-0.6730229
0.009	-0.6690696
0.0091	-0.6680273
0.0092	-0.6675619
0.0093	-0.6651537
0.0094	-0.66814
0.0095	-0.6691722
0.0096	-0.670814
0.0097	-0.6757559
0.0098	-0.6777252
0.0099	-0.6795459
0.01	-0.6836025
0.0101	-0.6829106
0.0102	-0.684196
0.0103	-0.6839657
0.0104	-0.6813937
0.0105	-0.6822837
0.0106	-0.6819151
0.0107	-0.682474
0.0108	-0.684705
0.0109	-0.6854205
0.011	-0.6876566
0.0111	-0.6902019
0.0112	-0.6901689
0.0113	-0.6922106
0.0114	-0.6953189
0.0115	-0.6944867
0.0116	-0.6965833
0.0117	-0.6981493
0.0118	-0.6974871
0.0119	-0.6988304
0.012	-0.6987076
0.0121	-0.6994439
0.0122	-0.7017595
0.0123	-0.7030641
0.0124	-0.7045364
0.0125	-0.7060933
0.0126	-0.706809
0.0127	-0.7094327
0.0128	-0.7116593
0.0129	-0.7118209
0.013	-0.7142304
0.0131	-0.7149388
0.0132	-0.7149392
0.0133	-0.716617
0.0134	-0.7176915
0.0135	-0.7177801
0.0136	-0.7194298
0.0137	-0.7198569
0.0138	-0.7200826
0.0139	-0.7218707
0.014	-0.7234
0.0141	-0.7254325
0.0142	-0.7259188
0.0143	-0.7265051
0.0144	-0.7283715
0.0145	-0.7288343
0.0146	-0.7303758
0.0147	-0.7315959
0.0148	-0.7312827
0.0149	-0.7326015
0.015	-0.7333478
0.0151	-0.7326848
0.0152	-0.734555
0.0153	-0.7367073
0.0154	-0.7367876
0.0155	-0.7380273
0.0156	-0.7385015
0.0157	-0.738436
0.0158	-0.7394362
0.0159	-0.7401094
0.016	-0.7412079
0.0161	-0.741433
0.0162	-0.7417005
0.0163	-0.7418075
0.0164	-0.7421648
0.0165	-0.7423804
0.0166	-0.7438931
0.0167	-0.7447678
0.0168	-0.7447398
0.0169	-0.7463518
0.017	-0.7462617
0.0171	-0.7458848
0.0172	-0.7460585
0.0173	-0.7464449
0.0174	-0.7471499
0.0175	-0.7481757
0.0176	-0.7488989
0.0177	-0.7484478
0.0178	-0.7489923
0.0179	-0.7494252
0.018	-0.7500272
0.0181	-0.7499403
0.0182	-0.7511883
0.0183	-0.7523377
0.0184	-0.7531139
0.0185	-0.753027
0.0186	-0.7535657
0.0187	-0.7530485
0.0188	-0.7528403
0.0189	-0.7536886
0.019	-0.7539099
0.0191	-0.7546942
0.0192	-0.7548863
0.0193	-0.7557256
0.0194	-0.7562913
0.0195	-0.757241
0.0196	-0.7569141
0.0197	-0.7570838
0.0198	-0.7581432
0.0199	-0.757731
0.02	-0.7588016
0.0201	-0.7588557
0.0202	-0.7591897
0.0203	-0.7591029
0.0204	-0.7576828
0.0205	-0.7587141
0.0206	-0.7577285
0.0207	-0.7583098
0.0208	-0.7591326
0.0209	-0.7597619
0.021	-0.7610505
0.0211	-0.7607769
0.0212	-0.7610787
0.0213	-0.7614285
0.0214	-0.7615863
0.0215	-0.7620391
0.0216	-0.7617044
0.0217	-0.7610418
0.0218	-0.7612814
0.0219	-0.7617109
0.022	-0.7614822
0.0221	-0.7616453
0.0222	-0.7621222
0.0223	-0.7621225
0.0224	-0.7625469
0.0225	-0.7620286
0.0226	-0.7613553
0.0227	-0.7614691
0.0228	-0.7616546
0.0229	-0.7608292
0.023	-0.7605823
0.0231	-0.7621151
0.0232	-0.7619331
0.0233	-0.7616472
0.0234	-0.7613222
0.0235	-0.7613517
0.0236	-0.7618044
0.0237	-0.7615808
0.0238	-0.76219
0.0239	-0.7616395
0.024	-0.7621817
0.0241	-0.7625347
0.0242	-0.762022
0.0243	-0.7617228
0.0244	-0.7620088
0.0245	-0.7616438
0.0246	-0.7612906
0.0247	-0.7609865
0.0248	-0.760878
0.0249	-0.760819
0.025	-0.7612203
0.0251	-0.7601105
0.0252	-0.7593471
0.0253	-0.7605677
0.0254	-0.7615026
0.0255	-0.7607293
0.0256	-0.7607577
0.0257	-0.7610334
0.0258	-0.760943
0.0259	-0.7603033
0.026	-0.7612094
0.0261	-0.761225
0.0262	-0.7614197
0.0263	-0.7610556
0.0264	-0.7609701
0.0265	-0.7606916
0.0266	-0.7612366
0.0267	-0.7604961
0.0268	-0.7600487
0.0269	-0.7602831
0.027	-0.7604266
0.0271	-0.7601869
0.0272	-0.7595551
0.0273	-0.7594335
0.0274	-0.7596592
0.0275	-0.7599636
0.0276	-0.7603288
0.0277	-0.7591433
0.0278	-0.7588606
0.0279	-0.7595326
0.028	-0.757928
0.0281	-0.7578548
0.0282	-0.7578236
0.0283	-0.7576696
0.0284	-0.7580903
0.0285	-0.7585489
0.0286	-0.7582027
0.0287	-0.7578605
0.0288	-0.7581927
0.0289	-0.7579555
0.029	-0.7573507
0.0291	-0.7567142
0.0292	-0.7569497
0.0293	-0.7572046
0.0294	-0.7570124
0.0295	-0.7569954
0.0296	-0.7563632
0.0297	-0.7570118
0.0298	-0.7564812
0.0299	-0.7572564
0.03	-0.7574685
0.0301	-0.7567517
0.0302	-0.7568636
0.0303	-0.7565819
0.0304	-0.7560081
0.0305	-0.7561468
0.0306	-0.7558828
0.0307	-0.7547198
0.0308	-0.7542427
0.0309	-0.7547978
0.031	-0.7546203
0.0311	-0.7547891
0.0312	-0.7544321
0.0313	-0.7543232
0.0314	-0.754334
0.0315	-0.7536379
0.0316	-0.7536567
0.0317	-0.752545
0.0318	-0.7532451
0.0319	-0.7537096
0.032	-0.7528601
0.0321	-0.7533697
0.0322	-0.7535496
0.0323	-0.7535619
0.0324	-0.7533107
0.0325	-0.7536973
0.0326	-0.7540196
0.0327	-0.7534155
0.0328	-0.7523757
0.0329	-0.7524085
0.033	-0.7516937
0.0331	-0.751636
0.0332	-0.7519565
0.0333	-0.7520534
0.0334	-0.7517482
0.0335	-0.7517714
0.0336	-0.7511345
0.0337	-0.7507288
0.0338	-0.7517484
0.0339	-0.751419
0.034	-0.7506986
0.0341	-0.7505902
0.0342	-0.7500355
0.0343	-0.7504297
0.0344	-0.750441
0.0345	-0.7506685
0.0346	-0.7503768
0.0347	-0.7506565
0.0348	-0.7506035
0.0349	-0.7498406
0.035	-0.7492958
0.0351	-0.7497275
0.0352	-0.7496362
0.0353	-0.7489159
0.0354	-0.7490549
0.0355	-0.7492362
0.0356	-0.749458
0.0357	-0.7496137
0.0358	-0.7487518
0.0359	-0.7489092
0.036	-0.7482018
0.0361	-0.7489657
0.0362	-0.7487838
0.0363	-0.7493266
0.0364	-0.7491364
0.0365	-0.7493653
0.0366	-0.7496423
0.0367	-0.7495427
0.0368	-0.7497139
0.0369	-0.7498229
0.037	-0.7500615
0.0371	-0.7498111
0.0372	-0.748958
0.0373	-0.7486838
0.0374	-0.7493833
0.0375	-0.749641
0.0376	-0.7500253
0.0377	-0.7496758
0.0378	-0.7497507
0.0379	-0.7495833
0.038	-0.7497898
0.0381	-0.7499442
0.0382	-0.7497253
0.0383	-0.7498893
0.0384	-0.7502546
0.0385	-0.7499172
0.0386	-0.7495216
0.0387	-0.7496562
0.0388	-0.7506675
0.0389	-0.7510408
0.039	-0.7506765
0.0391	-0.7508828
0.0392	-0.7503662
0.0393	-0.7510271
0.0394	-0.7511999
0.0395	-0.7502026
0.0396	-0.7503052
0.0397	-0.7500118
0.0398	-0.7501528
0.0399	-0.7505143
0.04	-0.7511061
0.0401	-0.7511923
0.0402	-0.7514635
0.0403	-0.7518698
0.0404	-0.7503663
0.0405	-0.7506136
0.0406	-0.7514694
0.0407	-0.7514132
0.0408	-0.7514205
0.0409	-0.7514642
0.041	-0.7515727
0.0411	-0.7511271
0.0412	-0.7509078
0.0413	-0.7511907
0.0414	-0.7508715
0.0415	-0.751694
0.0416	-0.7515411
0.0417	-0.7508394
0.0418	-0.7511886
0.0419	-0.7512614
0.042	-0.7514491
0.0421	-0.7513914
0.0422	-0.751624
0.0423	-0.7514624
0.0424	-0.7522588
0.0425	-0.7522079
0.0426	-0.7517554
0.0427	-0.7516491
0.0428	-0.7516747
0.0429	-0.7520679
0.043	-0.7518398
0.0431	-0.752055
0.0432	-0.7529773
0.0433	-0.753215
0.0434	-0.7522136
0.0435	-0.7523577
0.0436	-0.7518319
0.0437	-0.7517739
0.0438	-0.7518444
0.0439	-0.7526629
0.044	-0.7525511
0.0441	-0.7523513
0.0442	-0.7524279
0.0443	-0.7520902
0.0444	-0.7521594
0.0445	-0.7531996
0.0446	-0.7534538
0.0447	-0.7529761
0.0448	-0.753423
0.0449	-0.7534699
0.045	-0.7535225
0.0451	-0.75398
0.0452	-0.7536759
0.0453	-0.753758
0.0454	-0.7537165
0.0455	-0.7541444
0.0456	-0.7540684
0.0457	-0.7538959
0.0458	-0.7539682
0.0459	-0.7539028
0.046	-0.7535728
0.0461	-0.7530388
0.0462	-0.7533765
0.0463	-0.7543278
0.0464	-0.7545668
0.0465	-0.7538683
0.0466	-0.7539814
0.0467	-0.7540228
0.0468	-0.7529209
0.0469	-0.7523971
0.047	-0.7533525
0.0471	-0.7534475
0.0472	-0.7535735
0.0473	-0.7532106
0.0474	-0.7539445
0.0475	-0.7541297
0.0476	-0.7534924
0.0477	-0.7540413
0.0478	-0.7542865
0.0479	-0.7549359
0.048	-0.7539162
0.0481	-0.7534389
0.0482	-0.7542023
0.0483	-0.7539425
0.0484	-0.7541116
0.0485	-0.7541054
0.0486	-0.7540051
0.0487	-0.7536094
0.0488	-0.7526536
0.0489	-0.7532192
0.049	-0.753116
0.0491	-0.7528828
0.0492	-0.7532619
0.0493	-0.7531369
0.0494	-0.7531375
0.0495	-0.7527515
0.0496	-0.7529814
0.0497	-0.7532772
0.0498	-0.7529348
0.0499	-0.7522841
0.05	-0.7526926
0.0501	-0.7530881
0.0502	-0.7531621
0.0503	-0.7536383
0.0504	-0.7522298
0.0505	-0.7523708
