Source File Name:	t4
Point Index:	1	[x = 0.0321152	y = 0.0231113	z = -1.23]
Component:	Root
Signal:	Time - Vib Velocity - Samples

Time	Time Signal
[ s ]	[ m/s ]
0	0.001666984
0.0001	-0.002189876
0.0002	0.01416248
0.0003	0.1093712
0.0004	0.1264544
0.0005	0.0613851
0.0006	-0.08578704
0.0007	-0.1701253
0.0008	-0.2706946
0.0009	-0.4136896
0.001	-0.4973733
0.0011	-0.4590988
0.0012	-0.3289922
0.0013	-0.2669369
0.0014	-0.2016949
0.0015	-0.1555329
0.0016	-0.1117826
0.0017	-0.2160538
0.0018	-0.274508
0.0019	-0.2836975
0.002	-0.2098342
0.0021	-0.191881
0.0022	-0.1385552
0.0023	0.02126573
0.0024	0.1452078
0.0025	0.2123457
0.0026	0.1716783
0.0027	0.1820441
0.0028	0.1953607
0.0029	0.2085952
0.003	0.1506663
0.0031	0.1172762
0.0032	0.2101457
0.0033	0.2869701
0.0034	0.3349347
0.0035	0.3192648
0.0036	0.3875397
0.0037	0.39656
0.0038	0.3713714
0.0039	0.2960868
0.004	0.2358167
0.0041	0.2529611
0.0042	0.2448975
0.0043	0.243926
0.0044	0.213677
0.0045	0.289078
0.0046	0.3417691
0.0047	0.3134815
0.0048	0.2711688
0.0049	0.2189266
0.005	0.2059086
0.0051	0.09810809
0.0052	0.008238028
0.0053	-0.0629007
0.0054	-0.0353667
0.0055	0.02102043
0.0056	-0.00698768
0.0057	-0.01389019
0.0058	-0.01312958
0.0059	0.05410208
0.006	-0.005872642
0.0061	-0.1046108
0.0062	-0.1862661
0.0063	-0.2321857
0.0064	-0.2414842
0.0065	-0.2982458
0.0066	-0.2965352
0.0067	-0.2677786
0.0068	-0.1863469
0.0069	-0.1684609
0.007	-0.2380714
0.0071	-0.2605909
0.0072	-0.3006953
0.0073	-0.3468172
0.0074	-0.4652374
0.0075	-0.5014779
0.0076	-0.4815764
0.0077	-0.4310178
0.0078	-0.3802979
0.0079	-0.3434092
0.008	-0.2285769
0.0081	-0.1377688
0.0082	-0.1188625
0.0083	-0.2019854
0.0084	-0.2409443
0.0085	-0.213349
0.0086	-0.2230749
0.0087	-0.2254731
0.0088	-0.2000686
0.0089	-0.0622088
0.009	0.05913186
0.0091	0.1418425
0.0092	0.1560831
0.0093	0.172528
0.0094	0.1720304
0.0095	0.0928815
0.0096	0.01464915
0.0097	0.009020147
0.0098	0.09559338
0.0099	0.161028
0.01	0.2262802
0.0101	0.3163722
0.0102	0.4151133
0.0103	0.4599074
0.0104	0.4100112
0.0105	0.3435866
0.0106	0.2935463
0.0107	0.2949509
0.0108	0.2376497
0.0109	0.1971378
0.011	0.2362314
0.0111	0.3384639
0.0112	0.4010303
0.0113	0.3831115
0.0114	0.3571007
0.0115	0.3246399
0.0116	0.2911979
0.0117	0.2117778
0.0118	0.1156471
0.0119	0.07684493
0.012	0.08339694
0.0121	0.1001289
0.0122	0.07943979
0.0123	0.1173183
0.0124	0.1577654
0.0125	0.1605326
0.0126	0.08852933
0.0127	-0.007710909
0.0128	-0.06272018
0.0129	-0.1252507
0.013	-0.1792315
0.0131	-0.2579135
0.0132	-0.2594662
0.0133	-0.2064378
0.0134	-0.1766302
0.0135	-0.1937639
0.0136	-0.2223798
0.0137	-0.1902721
0.0138	-0.2026289
0.0139	-0.2616299
0.014	-0.3506852
0.0141	-0.3864676
0.0142	-0.3400716
0.0143	-0.3066474
0.0144	-0.2906408
0.0145	-0.2885571
0.0146	-0.2199355
0.0147	-0.1773796
0.0148	-0.1934434
0.0149	-0.2352377
0.015	-0.247341
0.0151	-0.2483483
0.0152	-0.2950348
0.0153	-0.3106987
0.0154	-0.2821157
0.0155	-0.1804025
0.0156	-0.112152
0.0157	-0.08498605
0.0158	-0.03349663
0.0159	0.04281047
0.016	0.09007633
0.0161	0.04544264
0.0162	0.03558424
0.0163	0.06423122
0.0164	0.1202134
0.0165	0.1441541
0.0166	0.1722901
0.0167	0.2632983
0.0168	0.3668028
0.0169	0.4323268
0.017	0.4058522
0.0171	0.3705344
0.0172	0.3463479
0.0173	0.2998879
0.0174	0.2358224
0.0175	0.2130432
0.0176	0.2574944
0.0177	0.3093549
0.0178	0.3505113
0.0179	0.3740372
0.018	0.4206361
0.0181	0.4442187
0.0182	0.4021454
0.0183	0.2890771
0.0184	0.1978324
0.0185	0.1709828
0.0186	0.1590533
0.0187	0.1268921
0.0188	0.1190944
0.0189	0.1738706
0.019	0.2372257
0.0191	0.2414406
0.0192	0.1865498
0.0193	0.110177
0.0194	0.06114442
0.0195	-0.003922246
0.0196	-0.0999146
0.0197	-0.1854129
0.0198	-0.1871776
0.0199	-0.1401481
0.02	-0.1097041
0.0201	-0.0922454
0.0202	-0.07688281
0.0203	-0.06675983
0.0204	-0.1038182
0.0205	-0.1794191
0.0206	-0.2605728
0.0207	-0.3111216
0.0208	-0.3404799
0.0209	-0.3837652
0.021	-0.4003018
0.0211	-0.3499531
0.0212	-0.2675763
0.0213	-0.2386765
0.0214	-0.2579006
0.0215	-0.2673609
0.0216	-0.2646006
0.0217	-0.2809868
0.0218	-0.3372709
0.0219	-0.3638418
0.022	-0.3262826
0.0221	-0.2317571
0.0222	-0.1643485
0.0223	-0.1270112
0.0224	-0.111494
0.0225	-0.07573964
0.0226	-0.02919667
0.0227	-0.03242208
0.0228	-0.04158579
0.0229	-0.05120894
0.023	0.007945685
0.0231	0.04872443
0.0232	0.07284089
0.0233	0.1039879
0.0234	0.156147
0.0235	0.1876471
0.0236	0.1930187
0.0237	0.2127682
0.0238	0.2335272
0.0239	0.2622077
0.024	0.2593368
0.0241	0.2549872
0.0242	0.2797744
0.0243	0.3363966
0.0244	0.3673237
0.0245	0.3531737
0.0246	0.3639024
0.0247	0.3856217
0.0248	0.4001711
0.0249	0.3574578
0.025	0.3070433
0.0251	0.2700737
0.0252	0.2607799
0.0253	0.2496951
0.0254	0.2147723
0.0255	0.2080068
0.0256	0.2228209
0.0257	0.2448881
0.0258	0.2180365
0.0259	0.17545
0.026	0.1412461
0.0261	0.09076986
0.0262	0.03912739
0.0263	-0.01929205
0.0264	-0.04331041
0.0265	-0.04787648
0.0266	-0.04390159
0.0267	-0.05236404
0.0268	-0.06434598
0.0269	-0.04802492
0.027	-0.06876498
0.0271	-0.1390234
0.0272	-0.2280839
0.0273	-0.2700993
0.0274	-0.2873715
0.0275	-0.3163136
0.0276	-0.3380393
0.0277	-0.3326918
0.0278	-0.2762575
0.0279	-0.2303013
0.028	-0.2277145
0.0281	-0.2605
0.0282	-0.2782267
0.0283	-0.2805808
0.0284	-0.3218642
0.0285	-0.3710123
0.0286	-0.3871932
0.0287	-0.3554663
0.0288	-0.3163468
0.0289	-0.2762874
0.029	-0.2382149
0.0291	-0.1991215
0.0292	-0.1678012
0.0293	-0.1906146
0.0294	-0.2148008
0.0295	-0.2156896
0.0296	-0.1905014
0.0297	-0.1790741
0.0298	-0.1486986
0.0299	-0.05463656
0.03	0.05128085
0.0301	0.1319818
0.0302	0.1565512
0.0303	0.1722019
0.0304	0.1927678
0.0305	0.2103371
0.0306	0.1925344
0.0307	0.1718148
0.0308	0.2043149
0.0309	0.2481675
0.031	0.2807471
0.0311	0.2978686
0.0312	0.3223026
0.0313	0.3338707
0.0314	0.3179204
0.0315	0.2890962
0.0316	0.2560005
0.0317	0.2480807
0.0318	0.2401127
0.0319	0.2265051
0.032	0.2245467
0.0321	0.2561016
0.0322	0.2818257
0.0323	0.2685273
0.0324	0.2465161
0.0325	0.2375426
0.0326	0.2333616
0.0327	0.202724
0.0328	0.1460807
0.0329	0.08947324
0.033	0.06258287
0.0331	0.0646873
0.0332	0.03977031
0.0333	-0.0008611275
0.0334	-0.02257374
0.0335	-0.02206109
0.0336	-0.03794954
0.0337	-0.07674895
0.0338	-0.1210451
0.0339	-0.1622238
0.034	-0.1896387
0.0341	-0.2225331
0.0342	-0.2566079
0.0343	-0.2699766
0.0344	-0.255707
0.0345	-0.2445257
0.0346	-0.256516
0.0347	-0.260821
0.0348	-0.2638898
0.0349	-0.2927503
0.035	-0.3413449
0.0351	-0.3751498
0.0352	-0.3832887
0.0353	-0.3794172
0.0354	-0.3795177
0.0355	-0.3764368
0.0356	-0.3377703
0.0357	-0.2743004
0.0358	-0.2350795
0.0359	-0.2452215
0.036	-0.2510414
0.0361	-0.2358945
0.0362	-0.2256345
0.0363	-0.2274689
0.0364	-0.2180401
0.0365	-0.174749
0.0366	-0.111363
0.0367	-0.04562356
0.0368	-0.003788479
0.0369	0.03763096
0.037	0.07004504
0.0371	0.0618273
0.0372	0.03335895
0.0373	0.02084228
0.0374	0.0443481
0.0375	0.06550026
0.0376	0.1004355
0.0377	0.161586
0.0378	0.242667
0.0379	0.3125084
0.038	0.3317331
0.0381	0.3207232
0.0382	0.3062509
0.0383	0.3101056
0.0384	0.2871582
0.0385	0.2542402
0.0386	0.2527861
0.0387	0.2834463
0.0388	0.3271888
0.0389	0.3465818
0.039	0.3556485
0.0391	0.3346891
0.0392	0.3035236
0.0393	0.2526376
0.0394	0.1842325
0.0395	0.1336066
0.0396	0.09983674
0.0397	0.08415557
0.0398	0.06854206
0.0399	0.08124184
0.04	0.1042749
0.0401	0.1032587
0.0402	0.08464397
0.0403	0.04683105
0.0404	0.01876033
0.0405	-0.01628821
0.0406	-0.05773134
0.0407	-0.1164372
0.0408	-0.1525748
0.0409	-0.1459737
0.041	-0.146133
0.0411	-0.1661187
0.0412	-0.1976547
0.0413	-0.2006261
0.0414	-0.200296
0.0415	-0.2217321
0.0416	-0.2647398
0.0417	-0.3119921
0.0418	-0.3249197
0.0419	-0.3301519
0.042	-0.3374751
0.0421	-0.3517378
0.0422	-0.3383471
0.0423	-0.3059153
0.0424	-0.2962993
0.0425	-0.2851197
0.0426	-0.2746505
0.0427	-0.2651772
0.0428	-0.273748
0.0429	-0.2840625
0.043	-0.2850266
0.0431	-0.2639616
0.0432	-0.2393696
0.0433	-0.2251092
0.0434	-0.1896781
0.0435	-0.127524
0.0436	-0.06720889
0.0437	-0.04438018
0.0438	-0.02512233
0.0439	0.004073252
0.044	0.04324346
0.0441	0.07237997
0.0442	0.0878263
0.0443	0.1128149
0.0444	0.160767
0.0445	0.2199074
0.0446	0.2526677
0.0447	0.2805127
0.0448	0.2992921
0.0449	0.3012165
0.045	0.2765566
0.0451	0.2544039
0.0452	0.2517853
0.0453	0.2459537
0.0454	0.2509496
0.0455	0.2504175
0.0456	0.2837161
0.0457	0.3167554
0.0458	0.334107
0.0459	0.3175046
0.046	0.2833636
0.0461	0.2719763
0.0462	0.2464216
0.0463	0.2166961
0.0464	0.1860738
0.0465	0.1947312
0.0466	0.2180844
0.0467	0.2342029
0.0468	0.2336949
0.0469	0.201345
0.047	0.1700036
0.0471	0.1217071
0.0472	0.06008537
0.0473	-0.01204137
0.0474	-0.06337657
0.0475	-0.08623587
0.0476	-0.09995642
0.0477	-0.09108061
0.0478	-0.08772697
0.0479	-0.08311608
0.048	-0.09929128
0.0481	-0.1328515
0.0482	-0.175092
0.0483	-0.2160174
0.0484	-0.2421676
0.0485	-0.2794111
0.0486	-0.2967909
0.0487	-0.2830682
0.0488	-0.2538835
0.0489	-0.2336379
0.049	-0.2393848
0.0491	-0.2402373
0.0492	-0.2447002
0.0493	-0.2476932
0.0494	-0.281826
0.0495	-0.3145941
0.0496	-0.3239814
0.0497	-0.2979105
0.0498	-0.2639776
0.0499	-0.2476271
0.05	-0.2107584
0.0501	-0.1723396
0.0502	-0.135363
0.0503	-0.1191504
0.0504	-0.1064896
0.0505	-0.0865844
0.0506	-0.07698215
0.0507	-0.06384791
0.0508	-0.04862601
0.0509	-0.01201152
0.051	0.03760965
0.0511	0.07305668
0.0512	0.1008746
0.0513	0.143985
0.0514	0.1856637
0.0515	0.2079127
0.0516	0.2066402
0.0517	0.2074002
0.0518	0.2293722
0.0519	0.2578614
0.052	0.2733898
0.0521	0.2835676
0.0522	0.3150706
0.0523	0.3505163
0.0524	0.373135
