X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	003: [06-04-24 19:00]		004: [06-04-24 19:06]	
         100	  0,00239804	70,7	  0,00243693	60,4
     100,108	  0,00197048	57,3	   0,0021869	53,6
     100,215	  0,00230243	74,0	  0,00218704	79,3
     100,323	  0,00176612	77,6	  0,00180867	68,2
      100,43	  0,00181446	66,6	  0,00174536	60,1
     100,538	  0,00177097	71,1	   0,0020258	65,1
     100,645	  0,00208033	68,2	  0,00202841	69,1
     100,753	  0,00220307	69,5	  0,00216487	60,2
      100,86	  0,00152142	80,0	  0,00224588	54,1
     100,968	  0,00232949	62,9	  0,00227098	58,9
     101,075	  0,00205778	66,6	  0,00212353	61,8
     101,183	  0,00186924	68,2	   0,0022101	59,6
      101,29	  0,00214054	68,2	  0,00194125	54,1
     101,398	  0,00185287	72,9	  0,00177119	48,5
     101,505	  0,00197023	65,4	  0,00183079	78,3
     101,613	  0,00232214	63,9	   0,0017846	60,3
      101,72	  0,00238495	68,5	  0,00212379	71,5
     101,828	   0,0024943	53,6	  0,00194034	69,3
     101,935	  0,00207996	62,8	  0,00219696	62,9
     102,043	  0,00192366	68,0	  0,00198157	63,6
     102,151	  0,00200282	61,6	   0,0017808	60,4
     102,258	  0,00204538	63,3	  0,00204583	77,8
     102,366	  0,00194658	60,3	  0,00196948	64,9
     102,473	  0,00203495	67,6	  0,00220303	72,8
     102,581	  0,00194275	81,8	   0,0020459	67,5
     102,688	  0,00155227	73,2	  0,00220173	72,1
     102,796	  0,00197929	57,3	  0,00204353	65,2
     102,903	  0,00222208	65,4	  0,00200429	69,4
     103,011	   0,0024262	64,6	   0,0023691	59,6
     103,118	   0,0023213	73,6	  0,00181645	61,1
     103,226	    0,002073	75,8	   0,0021747	61,0
     103,333	  0,00204037	68,4	  0,00238228	64,8
     103,441	  0,00222914	78,8	  0,00188241	71,2
     103,548	  0,00193444	76,6	  0,00234834	69,7
     103,656	  0,00219331	61,7	  0,00249258	68,0
     103,763	   0,0020705	66,8	   0,0020011	69,4
     103,871	  0,00253892	73,9	  0,00165965	65,6
     103,978	  0,00213711	81,8	  0,00200823	60,8
     104,086	  0,00221072	54,1	  0,00209464	62,3
     104,194	  0,00280391	70,2	   0,0021466	85,3
     104,301	  0,00228317	65,4	  0,00201338	62,2
     104,409	  0,00234315	75,1	  0,00229889	64,5
     104,516	  0,00205899	64,6	  0,00235759	61,9
     104,624	  0,00221338	75,5	  0,00246702	61,1
     104,731	  0,00264101	65,9	  0,00235201	69,4
     104,839	  0,00222687	59,7	  0,00227407	74,8
     104,946	  0,00198313	74,5	  0,00230219	62,8
     105,054	  0,00204895	67,4	  0,00261576	61,4
     105,161	  0,00240256	76,6	  0,00227951	59,8
     105,269	  0,00222007	64,1	  0,00169437	73,6
     105,376	  0,00226577	61,1	  0,00276485	60,8
     105,484	   0,0021323	44,3	  0,00238543	67,1
     105,591	  0,00248002	79,7	  0,00224926	60,5
     105,699	  0,00241783	65,0	  0,00208364	72,8
     105,806	  0,00280197	66,7	  0,00295121	76,6
     105,914	  0,00258751	61,1	   0,0023198	61,8
     106,022	   0,0025221	69,4	  0,00204134	65,8
     106,129	  0,00243977	69,6	  0,00230664	57,6
     106,237	  0,00237733	61,5	  0,00233817	72,9
     106,344	  0,00270762	65,3	  0,00180254	54,5
     106,452	  0,00309567	71,7	  0,00260105	67,0
     106,559	  0,00259032	69,7	  0,00240446	59,7
     106,667	  0,00259566	64,0	  0,00226437	69,0
     106,774	  0,00276017	62,6	  0,00206318	56,4
     106,882	  0,00235162	68,8	  0,00252829	71,0
     106,989	  0,00220238	69,7	  0,00232527	71,8
     107,097	  0,00226672	72,5	  0,00225729	69,3
     107,204	  0,00268792	70,5	  0,00218327	65,6
     107,312	  0,00199754	61,4	  0,00209066	63,9
     107,419	  0,00276847	64,8	  0,00197346	57,7
     107,527	  0,00267625	64,7	   0,0025613	61,8
     107,634	  0,00295164	66,4	   0,0026579	69,9
     107,742	  0,00250078	67,0	  0,00247861	67,6
     107,849	  0,00289476	69,7	  0,00275177	73,1
     107,957	  0,00248587	60,9	   0,0028137	70,8
     108,065	  0,00282056	70,8	  0,00298751	72,2
     108,172	    0,002779	61,6	  0,00247256	57,7
      108,28	   0,0028476	70,5	  0,00252345	65,1
     108,387	  0,00269702	61,5	  0,00261637	65,2
     108,495	  0,00265347	63,6	  0,00232953	62,3
     108,602	  0,00229367	58,8	  0,00286222	77,3
      108,71	  0,00296232	65,2	  0,00230684	53,2
     108,817	  0,00266907	69,0	    0,002497	69,4
     108,925	   0,0027368	68,7	  0,00251753	62,1
     109,032	  0,00288503	68,6	  0,00269883	63,9
      109,14	   0,0031479	67,7	  0,00273719	67,7
     109,247	  0,00290606	62,4	   0,0023219	60,1
     109,355	  0,00275065	57,8	  0,00272256	65,2
     109,462	  0,00274261	59,8	  0,00276561	66,3
      109,57	  0,00252869	62,6	  0,00287037	70,9
     109,677	  0,00290467	63,9	  0,00255741	61,7
     109,785	  0,00272306	67,6	  0,00249964	69,9
     109,892	  0,00294679	64,8	  0,00248334	59,0
         110	  0,00277995	66,8	  0,00264052	66,8
     110,108	  0,00313798	67,4	  0,00282332	59,9
     110,215	  0,00298823	59,2	  0,00266409	74,8
     110,323	  0,00292879	68,9	  0,00262717	65,6
      110,43	   0,0024526	62,2	  0,00288359	65,2
     110,538	  0,00267271	66,6	  0,00270649	67,1
     110,645	   0,0028672	66,1	  0,00296295	69,0
     110,753	   0,0031016	62,4	   0,0027988	61,0
      110,86	  0,00288784	63,4	  0,00308284	75,5
     110,968	   0,0030711	62,9	  0,00278195	66,7
     111,075	  0,00299885	63,4	   0,0027382	54,2
     111,183	  0,00295021	65,1	  0,00274477	58,2
      111,29	  0,00303309	69,6	  0,00280925	63,3
     111,398	  0,00310238	65,5	  0,00285323	71,0
     111,505	  0,00290268	58,7	  0,00260887	62,7
     111,613	  0,00283756	59,2	  0,00283885	72,8
      111,72	   0,0027185	60,7	  0,00270264	51,2
     111,828	  0,00310887	71,0	  0,00310251	69,4
     111,935	  0,00304342	58,9	  0,00314638	64,3
     112,043	  0,00347108	75,2	  0,00275534	52,7
     112,151	  0,00344137	73,0	   0,0028353	71,3
     112,258	  0,00337516	63,7	  0,00285697	64,2
     112,366	  0,00304689	57,9	  0,00281284	57,7
     112,473	  0,00292685	60,1	  0,00306468	69,2
     112,581	  0,00304671	72,2	   0,0026246	61,9
     112,688	  0,00330894	67,9	  0,00316345	67,0
     112,796	  0,00322325	64,4	  0,00317433	71,0
     112,903	  0,00349266	66,9	  0,00322088	66,7
     113,011	  0,00317796	65,4	  0,00300171	62,1
     113,118	  0,00332669	63,6	  0,00326158	68,4
     113,226	  0,00328475	71,1	  0,00313129	67,1
     113,333	  0,00304755	62,0	    0,003143	65,5
     113,441	   0,0031289	65,6	  0,00319606	68,8
     113,548	  0,00344331	61,1	  0,00333542	69,4
     113,656	  0,00339536	70,7	  0,00347816	71,8
     113,763	  0,00360696	65,5	  0,00318554	68,2
     113,871	  0,00315122	69,0	  0,00299738	58,8
     113,978	  0,00326945	63,6	  0,00313004	69,3
     114,086	  0,00396062	70,3	   0,0033444	70,4
     114,194	  0,00312635	57,5	  0,00354182	63,3
     114,301	  0,00352189	59,3	  0,00309912	66,7
     114,409	  0,00354133	67,5	    0,003554	71,4
     114,516	  0,00344159	62,9	  0,00335994	59,5
     114,624	  0,00368752	61,1	  0,00332675	58,6
     114,731	  0,00344694	59,7	  0,00327427	56,6
     114,839	  0,00362148	67,9	  0,00326297	66,9
     114,946	  0,00360394	55,6	  0,00334309	59,1
     115,054	  0,00361236	73,0	  0,00345494	67,6
     115,161	  0,00391322	63,0	  0,00360455	55,7
     115,269	  0,00366759	68,1	  0,00331428	60,6
     115,376	  0,00384409	62,8	  0,00349622	68,7
     115,484	  0,00376446	64,2	  0,00323605	56,0
     115,591	  0,00390711	68,0	   0,0036574	58,5
     115,699	  0,00378473	69,5	  0,00356438	70,2
     115,806	  0,00375163	62,3	   0,0032006	63,6
     115,914	  0,00383791	59,1	  0,00356412	62,4
     116,022	  0,00380898	60,0	  0,00356235	63,5
     116,129	  0,00407778	57,8	  0,00369475	60,0
     116,237	  0,00398298	65,7	  0,00358039	65,0
     116,344	  0,00398823	65,0	  0,00362198	63,7
     116,452	  0,00395737	65,1	  0,00388382	65,7
     116,559	  0,00387598	71,9	  0,00354448	62,4
     116,667	  0,00394529	66,5	  0,00336641	58,1
     116,774	     0,00396	66,4	   0,0039166	67,2
     116,882	  0,00395898	65,6	  0,00360121	62,0
     116,989	   0,0042145	65,9	  0,00364044	56,2
     117,097	  0,00426982	56,8	  0,00366057	63,0
     117,204	  0,00397236	70,4	  0,00382175	68,1
     117,312	  0,00422901	65,3	  0,00420519	61,4
     117,419	  0,00422397	63,9	  0,00377735	63,0
     117,527	  0,00406157	69,1	  0,00393115	66,6
     117,634	  0,00418686	58,9	  0,00404439	58,2
     117,742	  0,00433927	65,8	  0,00400726	56,8
     117,849	  0,00427195	62,8	  0,00427227	61,9
     117,957	  0,00459229	66,7	   0,0039923	63,7
     118,065	  0,00441665	59,7	  0,00440785	62,4
     118,172	  0,00450833	77,1	  0,00405093	64,7
      118,28	   0,0043149	65,2	  0,00414816	59,0
     118,387	    0,004452	68,4	  0,00425017	60,8
     118,495	  0,00464052	66,5	  0,00397529	66,9
