X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	003: [06-27-24 10:02]		005: [06-27-24 10:06]	
         155	   0,0233291	61,1	   0,0281532	57,0
     155,034	   0,0284603	60,1	   0,0273684	55,9
     155,068	   0,0299529	58,0	   0,0273117	56,4
     155,103	   0,0310718	57,5	   0,0278618	57,0
     155,137	   0,0314026	56,7	    0,027948	57,1
     155,171	   0,0318598	57,5	   0,0282139	56,1
     155,205	   0,0322437	57,6	   0,0288696	58,3
     155,239	   0,0326875	57,5	   0,0293488	55,9
     155,274	   0,0326135	58,1	   0,0289612	55,8
     155,308	   0,0326221	56,8	   0,0291424	57,7
     155,342	   0,0328902	58,3	    0,029779	58,6
     155,376	   0,0329633	54,9	   0,0291261	58,3
     155,411	   0,0327974	56,6	    0,029681	56,7
     155,445	   0,0328428	57,8	   0,0297201	57,9
     155,479	   0,0331814	57,8	   0,0303827	55,7
     155,513	   0,0332927	56,8	   0,0306364	54,1
     155,547	   0,0343021	59,9	   0,0309399	55,7
     155,582	   0,0344944	58,1	    0,030712	58,0
     155,616	   0,0352117	55,0	   0,0311354	58,4
      155,65	   0,0351027	57,7	   0,0305819	58,0
     155,684	   0,0348593	55,5	   0,0313306	56,5
     155,718	    0,035078	57,8	   0,0320068	55,9
     155,753	   0,0349208	59,9	   0,0319889	58,9
     155,787	   0,0358202	57,6	   0,0321709	59,2
     155,821	   0,0363249	57,1	   0,0320469	59,4
     155,855	    0,036507	56,5	   0,0326236	57,3
      155,89	   0,0364329	57,2	   0,0334158	56,9
     155,924	   0,0371434	60,0	   0,0329141	59,0
     155,958	   0,0371965	58,3	   0,0331088	56,2
     155,992	   0,0382348	56,9	   0,0334703	54,7
     156,026	    0,038643	56,8	   0,0338474	56,7
     156,061	   0,0387018	58,9	   0,0339169	57,5
     156,095	   0,0392725	58,6	   0,0342769	57,7
     156,129	   0,0398076	58,5	   0,0346612	57,3
     156,163	   0,0398828	59,3	    0,035568	55,5
     156,197	   0,0398708	58,9	   0,0355086	58,1
