X-Data [Hz]	Piezo (M - Filtered) [mV]	Phase [Deg]	Piezo (M - Filtered) [mV]	Phase [Deg]	
	002: [07-10-24 10:34]		003: [07-10-24 10:37]	
        41,5	     1074,06	-18,5	     1026,19	-34,6
      41,502	     1053,37	-22,0	     1070,69	-27,8
     41,5039	     1046,51	-14,0	     1086,17	-14,8
     41,5059	      1115,6	-32,2	     1058,96	-19,4
     41,5078	     1082,93	-20,9	     1096,55	-31,5
     41,5098	     1114,71	-31,9	     1069,29	-18,4
     41,5117	     1092,51	-21,7	     1092,47	-28,4
     41,5137	     1123,88	-34,0	     1059,76	-15,3
     41,5156	     1092,12	-29,4	     1072,44	-20,4
     41,5176	     1057,26	-16,7	      1118,8	-24,1
     41,5196	     1118,91	-32,5	     1072,94	-16,8
     41,5215	     1076,27	-21,0	     1136,59	-29,9
     41,5235	     1150,51	-31,0	     1078,03	-18,9
     41,5254	     1120,21	-31,3	     1159,52	-31,4
     41,5274	     1135,71	-28,2	     1091,45	-19,6
     41,5293	     1138,83	-36,1	     1144,08	-32,7
     41,5313	     1090,99	-20,1	     1138,51	-29,5
     41,5332	     1140,55	-29,9	     1086,43	-26,9
     41,5352	     1081,21	-17,6	     1130,85	-31,1
     41,5371	     1110,66	-26,9	     1100,01	-21,1
     41,5391	     1072,34	-18,1	     1108,57	-33,0
     41,5411	     1101,75	-18,0	     1140,81	-31,7
      41,543	     1076,66	-19,3	     1134,54	-29,3
      41,545	     1079,58	-16,1	     1159,53	-32,3
     41,5469	     1149,15	-34,9	     1092,05	-21,5
     41,5489	     1101,31	-23,4	     1150,19	-29,7
     41,5508	     1156,79	-30,4	      1090,7	-18,1
     41,5528	     1115,17	-26,7	     1092,02	-23,0
     41,5547	     1154,88	-27,0	     1098,09	-17,1
     41,5567	     1153,32	-33,4	     1086,03	-15,7
     41,5587	     1133,42	-18,9	     1144,81	-30,7
     41,5606	     1187,31	-30,7	     1111,56	-20,2
     41,5626	     1107,27	-17,3	     1146,04	-33,8
     41,5645	     1148,45	-28,0	     1133,59	-23,4
     41,5665	     1098,48	-18,2	     1164,24	-32,2
     41,5684	      1124,1	-17,7	     1174,51	-30,7
     41,5704	     1136,78	-23,0	     1134,25	-23,5
     41,5723	     1115,13	-16,2	     1168,12	-31,5
     41,5743	      1133,4	-32,9	     1081,32	-17,2
     41,5762	     1093,35	-22,3	     1121,08	-23,8
     41,5782	     1186,64	-31,8	     1145,23	-19,3
     41,5802	     1154,01	-26,4	     1102,22	-14,5
     41,5821	     1130,87	-15,7	     1169,67	-34,0
     41,5841	      1179,8	-33,8	     1148,47	-21,6
      41,586	     1113,02	-22,2	     1184,89	-30,6
      41,588	     1170,35	-32,3	     1190,51	-29,6
     41,5899	     1177,37	-27,3	     1124,27	-23,4
     41,5919	      1159,7	-23,8	     1191,28	-35,5
     41,5938	      1191,5	-32,0	     1157,92	-17,3
     41,5958	     1135,35	-16,3	     1179,62	-30,9
     41,5978	     1169,94	-25,1	     1193,95	-33,7
     41,5997	     1126,13	-20,3	      1136,2	-20,2
     41,6017	      1147,2	-20,2	     1194,51	-29,7
     41,6036	     1161,77	-22,8	     1138,62	-16,3
     41,6056	     1140,81	-15,1	     1161,86	-25,5
     41,6075	     1160,81	-28,5	     1162,06	-17,6
     41,6095	     1134,15	-19,9	     1155,32	-17,2
     41,6114	     1214,92	-30,4	     1178,33	-20,1
     41,6134	     1135,58	-17,8	     1125,35	-15,4
     41,6153	     1148,63	-17,4	     1190,43	-32,8
     41,6173	     1165,18	-25,4	     1173,53	-23,6
     41,6193	     1118,56	-17,7	     1208,99	-29,6
     41,6212	     1204,29	-31,0	     1242,99	-28,8
     41,6232	     1166,02	-22,9	     1133,42	-18,4
     41,6251	     1202,64	-29,0	     1174,06	-31,5
     41,6271	     1212,87	-31,5	     1149,06	-18,6
      41,629	     1196,58	-22,4	     1168,85	-22,8
      41,631	     1212,34	-30,9	     1180,27	-22,0
     41,6329	     1138,09	-17,9	     1177,13	-16,7
     41,6349	     1171,84	-20,3	      1228,7	-26,5
     41,6369	     1188,55	-17,3	     1169,39	-15,2
     41,6388	     1165,54	-15,5	     1241,97	-33,9
     41,6408	      1192,9	-25,3	        1228	-26,6
     41,6427	     1156,82	-18,1	      1173,3	-22,6
     41,6447	     1187,59	-18,6	     1218,91	-33,2
     41,6466	     1196,85	-23,5	     1172,72	-15,6
     41,6486	     1182,67	-18,9	     1196,65	-23,2
     41,6505	     1219,69	-29,0	     1229,77	-20,5
     41,6525	     1181,15	-22,4	     1204,07	-16,6
     41,6544	     1246,01	-30,9	     1216,78	-28,0
     41,6564	     1204,31	-27,9	     1189,65	-17,8
     41,6584	        1244	-24,7	     1187,06	-19,4
     41,6603	     1273,25	-28,3	     1223,37	-18,9
     41,6623	     1185,73	-19,4	     1195,24	-17,4
     41,6642	     1232,15	-25,8	     1277,88	-30,1
     41,6662	     1181,45	-17,6	     1237,44	-20,9
     41,6681	     1222,09	-21,7	     1224,19	-28,6
     41,6701	     1192,43	-21,4	     1239,05	-26,5
      41,672	     1189,46	-14,0	     1211,23	-24,0
      41,674	     1243,13	-29,4	     1274,39	-32,9
      41,676	     1195,23	-18,4	     1178,25	-17,2
     41,6779	     1199,29	-14,7	     1213,84	-29,0
     41,6799	     1254,39	-24,8	     1209,16	-17,2
     41,6818	     1211,99	-17,9	     1225,45	-16,7
     41,6838	     1281,94	-32,2	     1294,63	-25,1
