X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [07-05-24 16:43]	
     41,4501	  0,00404112	72,6
     41,4523	  0,00390665	73,8
     41,4545	  0,00409288	74,7
     41,4567	  0,00413928	77,4
     41,4589	  0,00412151	72,2
     41,4611	  0,00405411	74,1
     41,4633	   0,0040506	78,7
     41,4655	  0,00419354	73,4
     41,4677	  0,00414187	71,5
     41,4699	  0,00404262	72,9
     41,4721	  0,00410745	80,3
     41,4743	  0,00417721	69,8
     41,4765	  0,00414595	78,6
     41,4787	  0,00410797	78,1
     41,4809	    0,004124	71,6
     41,4831	    0,004129	77,2
     41,4853	  0,00412594	74,4
     41,4875	  0,00413398	72,9
     41,4897	  0,00420562	79,3
     41,4919	  0,00421452	72,1
     41,4941	  0,00421913	74,8
     41,4963	  0,00425193	68,4
     41,4985	  0,00426984	78,1
     41,5007	  0,00410482	75,4
     41,5029	     0,00424	72,3
     41,5051	  0,00416762	79,1
     41,5073	  0,00423836	74,7
     41,5095	  0,00423113	75,7
     41,5117	  0,00416673	78,6
     41,5139	  0,00419219	73,5
     41,5161	   0,0042695	75,4
     41,5183	  0,00438047	72,0
     41,5205	   0,0042361	77,6
     41,5227	  0,00431898	72,6
     41,5249	  0,00425494	74,8
     41,5271	  0,00417187	77,4
     41,5293	  0,00423453	71,8
     41,5315	  0,00430278	78,1
     41,5337	  0,00424955	76,7
     41,5359	  0,00435722	71,4
     41,5381	  0,00440328	74,6
     41,5403	  0,00432399	74,6
     41,5425	  0,00424503	75,8
     41,5447	  0,00432311	73,1
     41,5469	  0,00443657	78,6
     41,5491	  0,00435205	72,6
     41,5513	   0,0043663	74,8
     41,5535	  0,00430169	77,6
     41,5557	   0,0043342	74,5
     41,5579	  0,00442076	76,8
     41,5601	  0,00438471	76,6
     41,5623	  0,00430784	72,8
     41,5645	  0,00437754	81,6
     41,5667	  0,00449431	73,6
     41,5689	  0,00442485	74,2
     41,5711	  0,00431316	71,4
     41,5733	  0,00440051	83,2
     41,5755	  0,00456657	74,8
     41,5777	  0,00453252	73,7
     41,5799	  0,00441957	77,4
     41,5821	  0,00429877	72,9
     41,5843	  0,00444809	80,0
     41,5865	  0,00453365	79,8
     41,5887	  0,00445279	72,5
     41,5909	  0,00458862	79,1
     41,5931	  0,00457019	73,6
     41,5953	  0,00450308	74,4
     41,5975	  0,00453969	77,1
     41,5997	  0,00455996	79,1
     41,6019	  0,00450309	73,1
     41,6041	  0,00446989	74,5
     41,6063	  0,00450554	77,1
     41,6085	   0,0044439	75,0
     41,6107	  0,00454016	77,5
     41,6129	  0,00462599	74,1
     41,6151	  0,00453868	77,9
     41,6173	  0,00454714	73,4
     41,6195	  0,00452205	75,8
     41,6217	  0,00464738	79,5
     41,6239	  0,00466284	71,0
     41,6261	  0,00461265	75,6
     41,6283	  0,00456097	70,9
     41,6305	  0,00450683	77,8
     41,6327	  0,00451536	72,5
     41,6349	  0,00463747	77,8
     41,6371	  0,00463197	80,2
     41,6393	  0,00463978	71,6
     41,6415	  0,00467335	79,9
     41,6437	  0,00464991	75,5
     41,6459	  0,00466736	73,1
     41,6481	  0,00470822	80,8
     41,6503	  0,00470775	78,0
     41,6525	  0,00464332	75,7
     41,6547	   0,0046884	74,3
     41,6569	  0,00469441	83,8
     41,6591	  0,00472482	72,4
     41,6613	  0,00471215	75,8
     41,6635	  0,00472736	79,5
     41,6657	  0,00475536	73,4
     41,6679	  0,00478885	73,9
     41,6701	  0,00476501	76,3
     41,6723	  0,00476079	80,4
     41,6745	  0,00475094	71,5
     41,6767	  0,00479777	80,2
     41,6789	  0,00472625	77,2
     41,6811	  0,00474149	76,3
     41,6833	  0,00481386	78,7
     41,6855	  0,00487267	73,5
     41,6877	  0,00492958	81,0
     41,6899	  0,00496272	71,6
     41,6921	  0,00488176	81,0
     41,6943	  0,00477877	75,8
     41,6965	  0,00485473	80,5
     41,6987	   0,0048791	74,3
     41,7009	  0,00491218	79,8
     41,7031	  0,00485935	78,6
     41,7053	  0,00488492	73,8
     41,7075	  0,00491823	84,0
     41,7097	  0,00492263	74,6
     41,7119	  0,00498744	77,8
     41,7141	  0,00493278	76,0
     41,7163	  0,00489344	79,6
     41,7185	  0,00494829	77,0
     41,7207	  0,00496943	73,9
     41,7229	   0,0050543	76,8
     41,7251	  0,00500653	76,3
     41,7273	  0,00496566	78,0
     41,7295	  0,00513305	76,7
     41,7317	  0,00515529	82,1
     41,7339	  0,00504033	70,5
     41,7361	  0,00494438	81,1
     41,7383	  0,00493418	78,7
     41,7405	  0,00508225	77,7
     41,7427	  0,00525055	78,8
     41,7449	  0,00503563	75,6
     41,7471	  0,00499335	79,4
     41,7493	  0,00505665	74,2
     41,7515	  0,00509614	79,8
     41,7537	  0,00517425	76,5
     41,7559	  0,00508773	78,7
     41,7581	  0,00513685	74,9
     41,7603	  0,00513771	80,0
     41,7625	  0,00510001	79,6
     41,7647	  0,00512118	74,7
     41,7669	  0,00515614	73,7
     41,7691	  0,00519184	80,0
     41,7713	  0,00512401	78,2
     41,7735	  0,00520917	76,6
     41,7757	  0,00520597	82,5
     41,7779	  0,00516245	75,0
     41,7801	  0,00518333	79,1
     41,7823	  0,00531346	78,4
     41,7845	  0,00524988	77,6
     41,7867	  0,00528471	79,2
     41,7889	  0,00532032	75,0
     41,7911	  0,00533809	83,2
     41,7933	  0,00530335	74,5
     41,7955	   0,0052036	75,6
     41,7977	  0,00517273	77,2
     41,7999	   0,0052419	83,4
     41,8021	  0,00538556	75,7
     41,8043	  0,00541409	82,0
     41,8064	  0,00538427	76,3
     41,8087	  0,00536321	79,2
     41,8109	  0,00543679	74,8
      41,813	  0,00542965	77,6
     41,8153	  0,00540576	80,8
     41,8174	  0,00539174	74,8
     41,8196	  0,00543354	78,7
     41,8218	  0,00533404	78,8
      41,824	  0,00527481	79,4
     41,8262	  0,00532786	72,8
     41,8284	  0,00542713	84,6
     41,8306	  0,00546882	76,0
     41,8328	  0,00551158	83,8
      41,835	  0,00559492	73,8
     41,8372	  0,00558327	83,6
     41,8394	  0,00557006	80,3
     41,8416	  0,00545266	78,4
     41,8438	  0,00546645	78,9
      41,846	  0,00556791	78,6
     41,8482	  0,00560127	82,2
     41,8504	  0,00556134	81,8
     41,8526	   0,0055329	76,7
     41,8548	  0,00552227	81,3
      41,857	  0,00561188	80,4
     41,8592	  0,00564717	77,7
     41,8614	  0,00563226	82,5
     41,8636	  0,00563859	77,5
     41,8658	  0,00569224	80,5
      41,868	  0,00573671	76,7
     41,8702	  0,00572571	84,8
     41,8724	  0,00571837	78,6
     41,8746	  0,00574767	80,8
     41,8768	  0,00574466	75,1
      41,879	  0,00572384	84,9
     41,8812	   0,0057189	78,8
     41,8834	  0,00575643	83,1
     41,8856	  0,00584459	76,7
     41,8878	   0,0057922	79,2
       41,89	   0,0057886	86,8
     41,8922	  0,00590251	77,3
     41,8944	  0,00589641	82,7
     41,8966	  0,00586035	78,1
     41,8988	   0,0058503	83,2
      41,901	  0,00585053	76,1
     41,9032	  0,00595773	85,2
     41,9054	  0,00602156	78,3
     41,9076	  0,00600374	81,5
     41,9098	  0,00595839	75,8
      41,912	  0,00600203	83,5
     41,9142	  0,00586009	79,5
     41,9164	   0,0059751	83,5
     41,9186	  0,00604714	78,1
     41,9208	  0,00600893	83,0
      41,923	  0,00594741	79,7
     41,9252	  0,00595526	77,8
     41,9274	  0,00600624	82,1
     41,9296	  0,00609252	83,9
     41,9318	  0,00613733	79,5
      41,934	  0,00613183	81,2
     41,9362	  0,00616153	75,4
     41,9384	  0,00606232	83,8
     41,9406	  0,00608788	78,9
     41,9428	  0,00611859	81,4
      41,945	  0,00610771	82,0
     41,9472	  0,00620495	83,0
     41,9494	  0,00623298	82,3
     41,9516	  0,00626366	78,0
     41,9538	  0,00628219	84,2
      41,956	  0,00630951	83,3
     41,9582	  0,00624483	79,6
     41,9604	  0,00620968	81,2
     41,9626	  0,00626993	81,0
     41,9648	  0,00629211	82,6
      41,967	  0,00635733	82,9
     41,9692	  0,00638669	82,2
     41,9714	  0,00643587	82,0
     41,9736	  0,00643036	79,7
     41,9758	  0,00634308	85,3
      41,978	  0,00636259	79,1
     41,9802	  0,00637295	86,0
     41,9824	  0,00640408	81,1
     41,9846	   0,0065422	84,2
     41,9868	  0,00654485	79,6
      41,989	  0,00651719	84,6
     41,9912	  0,00647648	80,5
     41,9934	  0,00648218	82,6
     41,9956	  0,00648206	79,5
     41,9978	  0,00661893	84,6
          42	   0,0066694	80,5
     42,0022	  0,00655596	83,1
     42,0044	  0,00651278	81,5
     42,0066	  0,00661484	90,6
     42,0088	  0,00661053	83,5
      42,011	  0,00661749	83,3
     42,0132	  0,00658221	78,8
     42,0154	  0,00663802	82,2
     42,0176	  0,00662834	80,7
     42,0198	  0,00674369	86,1
      42,022	  0,00677909	82,0
     42,0242	  0,00688364	85,2
     42,0264	  0,00687532	81,7
     42,0286	  0,00682891	87,5
     42,0308	   0,0067931	81,8
      42,033	  0,00680528	88,5
     42,0352	  0,00685572	81,4
     42,0374	  0,00688886	87,5
     42,0396	  0,00697039	81,0
     42,0418	  0,00696553	82,5
      42,044	  0,00699514	82,5
     42,0462	  0,00712638	87,6
     42,0484	  0,00704537	82,4
     42,0506	  0,00697751	86,2
     42,0528	   0,0069806	79,1
      42,055	  0,00702806	89,3
     42,0572	  0,00703093	82,3
     42,0594	  0,00709778	87,1
     42,0616	  0,00716515	82,2
     42,0638	  0,00722106	89,4
      42,066	  0,00726106	82,3
     42,0682	  0,00716663	86,3
     42,0704	  0,00723649	78,4
     42,0726	  0,00724366	87,2
     42,0748	  0,00730487	88,4
      42,077	  0,00725463	84,2
     42,0792	  0,00726061	87,5
     42,0814	  0,00726579	80,7
     42,0836	  0,00728489	88,2
     42,0858	  0,00725304	83,8
      42,088	  0,00726345	85,5
     42,0902	  0,00734366	80,5
     42,0924	  0,00744435	85,3
     42,0946	  0,00741892	86,2
     42,0968	  0,00749078	86,3
      42,099	  0,00746549	83,9
     42,1012	  0,00748777	86,8
     42,1034	  0,00756111	86,8
     42,1056	  0,00762121	90,9
     42,1078	  0,00766055	85,0
       42,11	  0,00771033	87,0
     42,1122	  0,00769647	82,6
     42,1144	  0,00767458	91,6
     42,1166	  0,00762836	83,0
     42,1188	  0,00769191	87,7
      42,121	  0,00768666	81,9
     42,1232	  0,00773234	91,4
     42,1254	  0,00785882	83,7
     42,1276	  0,00789766	84,2
     42,1298	  0,00782391	87,8
      42,132	  0,00780006	84,8
     42,1342	    0,007846	88,6
     42,1364	  0,00785912	85,8
     42,1386	  0,00783562	86,3
     42,1408	  0,00801711	83,7
      42,143	  0,00809447	89,8
     42,1452	   0,0081121	87,7
     42,1474	    0,008114	86,8
     42,1496	   0,0080569	82,8
     42,1518	  0,00805036	89,2
      42,154	  0,00801597	90,2
     42,1562	  0,00811161	91,2
     42,1584	   0,0081368	87,8
     42,1606	  0,00811339	89,7
     42,1628	  0,00817531	86,1
      42,165	  0,00825187	89,5
     42,1672	  0,00829313	88,8
     42,1694	   0,0082891	88,8
     42,1716	  0,00829252	84,8
     42,1738	  0,00829442	88,8
      42,176	  0,00833013	88,3
     42,1782	  0,00833636	86,7
     42,1804	  0,00841163	94,1
     42,1826	  0,00847461	86,8
     42,1847	  0,00850042	90,2
      42,187	  0,00861362	90,5
     42,1891	  0,00864637	94,1
     42,1913	  0,00865418	87,1
     42,1936	  0,00867132	87,9
     42,1957	  0,00869645	87,2
     42,1979	  0,00878552	92,7
     42,2001	   0,0088222	89,6
     42,2023	   0,0087861	90,6
     42,2045	  0,00893121	87,5
     42,2067	   0,0089796	89,1
     42,2089	  0,00884747	91,8
     42,2111	  0,00883455	87,8
     42,2133	   0,0088223	93,9
     42,2155	  0,00889184	87,8
     42,2177	  0,00900266	91,7
     42,2199	  0,00904847	90,3
     42,2221	  0,00900366	93,7
     42,2243	  0,00900289	87,7
     42,2265	  0,00905536	92,9
     42,2287	  0,00905374	89,5
     42,2309	  0,00912438	95,2
     42,2331	  0,00921703	92,4
     42,2353	  0,00922557	93,4
     42,2375	  0,00926013	93,2
     42,2397	   0,0093151	90,6
     42,2419	  0,00937423	92,2
     42,2441	  0,00936549	90,6
     42,2463	  0,00929732	96,0
     42,2485	  0,00930372	89,3
     42,2507	  0,00942542	91,6
     42,2529	  0,00944126	94,3
     42,2551	  0,00938747	91,9
     42,2573	  0,00949209	94,1
     42,2595	  0,00959807	88,4
     42,2617	  0,00966089	96,0
     42,2639	  0,00979523	91,7
     42,2661	  0,00973078	97,4
     42,2683	  0,00973729	93,7
     42,2705	  0,00978567	93,7
     42,2727	  0,00992326	94,3
     42,2749	  0,00997794	97,3
     42,2771	   0,0100653	95,5
     42,2793	   0,0100198	93,6
     42,2815	   0,0100594	94,7
     42,2837	  0,00999979	89,0
     42,2859	   0,0100638	95,2
     42,2881	    0,010159	95,2
     42,2903	    0,010174	97,1
     42,2925	   0,0102877	98,8
     42,2947	   0,0102902	92,1
     42,2969	   0,0103029	96,9
     42,2991	    0,010434	92,1
     42,3013	    0,010495	102,1
     42,3035	   0,0104586	93,9
     42,3057	   0,0104381	101,7
     42,3079	   0,0105549	91,2
     42,3101	   0,0106324	101,4
     42,3123	   0,0106708	99,4
     42,3145	   0,0106523	95,7
     42,3167	   0,0106694	101,4
     42,3189	   0,0106601	94,3
     42,3211	   0,0107239	100,2
     42,3233	   0,0108445	97,2
     42,3255	   0,0108683	102,0
     42,3277	    0,010866	98,0
     42,3299	   0,0109323	99,8
     42,3321	   0,0110135	95,7
     42,3343	   0,0110879	99,7
     42,3365	   0,0110272	103,4
     42,3387	   0,0110619	98,5
     42,3409	   0,0111549	103,6
     42,3431	   0,0112012	95,0
     42,3453	   0,0113474	103,6
     42,3475	   0,0114226	101,9
     42,3497	   0,0115469	96,7
     42,3519	   0,0116005	105,2
     42,3541	   0,0115806	98,9
     42,3563	   0,0115984	103,8
     42,3585	   0,0116344	96,5
     42,3607	   0,0117206	102,5
     42,3629	   0,0117452	101,6
     42,3651	   0,0117666	102,6
     42,3673	   0,0117531	102,2
     42,3695	   0,0118088	103,6
     42,3717	   0,0119032	103,1
     42,3739	   0,0119349	97,8
     42,3761	   0,0118884	104,3
     42,3783	   0,0120158	106,5
     42,3805	   0,0121917	103,5
     42,3827	   0,0122497	106,7
     42,3849	   0,0122334	99,3
     42,3871	   0,0123344	107,4
     42,3893	   0,0124266	103,9
     42,3915	   0,0124089	110,2
     42,3937	   0,0124896	111,8
     42,3959	   0,0126426	103,4
     42,3981	    0,012663	107,7
     42,4003	   0,0127457	101,1
     42,4025	    0,012834	108,6
     42,4047	   0,0128513	107,8
     42,4069	   0,0128125	106,4
     42,4091	   0,0128929	106,5
     42,4113	   0,0129921	104,5
     42,4135	   0,0130776	111,9
     42,4157	   0,0131549	107,7
     42,4179	   0,0132225	107,5
     42,4201	   0,0132662	114,3
     42,4223	   0,0133118	107,4
     42,4245	   0,0132795	114,6
     42,4267	   0,0133429	106,8
     42,4289	   0,0134624	111,5
     42,4311	   0,0134211	111,0
     42,4333	   0,0135174	112,4
     42,4355	   0,0135836	114,5
     42,4377	   0,0137037	105,6
     42,4399	   0,0137695	114,6
     42,4421	   0,0138495	108,3
     42,4443	   0,0139129	116,1
     42,4465	   0,0139718	114,4
     42,4487	    0,014034	112,4
     42,4509	   0,0141474	116,7
     42,4531	   0,0141926	108,2
     42,4553	   0,0142222	116,0
     42,4575	   0,0143225	114,6
     42,4597	   0,0143037	115,5
     42,4619	   0,0143645	118,8
     42,4641	   0,0144484	114,0
     42,4663	   0,0145457	117,5
     42,4685	   0,0146035	112,9
     42,4707	   0,0146919	119,0
     42,4729	   0,0147847	119,1
     42,4751	   0,0148445	115,5
     42,4773	   0,0148525	121,4
     42,4795	   0,0149042	117,1
     42,4817	   0,0149674	118,4
     42,4839	    0,015059	119,1
     42,4861	   0,0151014	116,1
     42,4883	   0,0151266	124,1
     42,4905	   0,0151626	118,3
     42,4927	   0,0151898	123,7
     42,4949	   0,0153021	115,9
     42,4971	   0,0153723	116,2
     42,4993	   0,0155101	125,0
     42,5015	   0,0154939	124,3
     42,5037	    0,015481	122,7
     42,5059	   0,0155807	128,4
     42,5081	   0,0156292	121,0
     42,5103	   0,0157242	129,6
     42,5125	   0,0157974	119,2
     42,5147	   0,0158806	127,4
     42,5169	   0,0159698	126,5
     42,5191	   0,0159945	125,9
     42,5213	   0,0160674	128,5
     42,5235	   0,0161329	123,4
     42,5257	   0,0161774	131,9
     42,5279	   0,0162414	124,5
     42,5301	   0,0163306	131,3
     42,5323	   0,0163261	128,5
     42,5345	   0,0163464	128,9
     42,5367	   0,0163813	129,4
     42,5389	   0,0164082	134,3
     42,5411	   0,0165296	128,4
     42,5433	   0,0166242	129,9
     42,5455	   0,0166816	129,0
     42,5477	   0,0166747	133,4
     42,5499	   0,0167157	128,8
     42,5521	    0,016719	133,9
     42,5543	   0,0167767	135,8
     42,5564	   0,0168857	136,1
     42,5587	   0,0169308	132,8
     42,5609	   0,0170089	138,4
      42,563	   0,0170583	133,6
     42,5653	   0,0170956	138,6
     42,5674	   0,0171397	134,3
     42,5696	   0,0171393	140,4
     42,5718	   0,0172161	138,9
      42,574	    0,017254	133,7
     42,5762	    0,017342	137,2
     42,5784	   0,0174197	134,0
     42,5806	   0,0174277	142,0
     42,5828	    0,017445	142,3
      42,585	   0,0174776	139,1
     42,5872	   0,0174779	143,4
     42,5894	   0,0174985	143,3
     42,5916	   0,0174797	139,6
     42,5938	   0,0174678	145,1
      42,596	   0,0175503	140,3
     42,5982	   0,0175822	143,2
     42,6004	   0,0176581	146,9
     42,6026	   0,0176262	144,4
     42,6048	   0,0176584	149,5
      42,607	   0,0176479	142,4
     42,6092	   0,0176583	144,1
     42,6114	   0,0177356	145,2
     42,6136	    0,017758	143,8
     42,6158	   0,0177038	152,5
      42,618	   0,0177372	152,0
     42,6202	   0,0176979	147,0
     42,6224	   0,0178027	153,8
     42,6246	   0,0178035	148,6
     42,6268	   0,0177523	151,1
      42,629	   0,0177183	155,1
     42,6312	   0,0177524	148,0
     42,6334	   0,0177542	153,4
     42,6356	   0,0177241	153,4
     42,6378	    0,017705	155,8
       42,64	   0,0178204	157,9
     42,6422	   0,0178502	150,5
     42,6444	   0,0178166	158,9
     42,6466	   0,0177998	150,9
     42,6488	   0,0178152	152,7
      42,651	   0,0178067	157,1
     42,6532	   0,0177532	158,2
     42,6554	   0,0178307	154,1
     42,6576	   0,0177642	163,1
     42,6598	   0,0178095	157,1
      42,662	    0,017779	160,6
     42,6642	   0,0177944	161,9
     42,6664	   0,0178332	157,5
     42,6686	   0,0177544	162,6
     42,6708	   0,0177369	158,5
      42,673	   0,0176366	161,3
     42,6752	   0,0176275	167,0
     42,6774	   0,0175865	160,9
     42,6796	   0,0175596	167,3
     42,6818	   0,0175317	170,9
      42,684	   0,0175245	158,7
     42,6862	   0,0174712	166,3
     42,6884	   0,0174438	162,4
     42,6906	   0,0173796	163,1
     42,6928	   0,0173613	169,1
      42,695	   0,0173039	166,0
     42,6972	   0,0172067	169,6
     42,6994	   0,0172497	168,5
     42,7016	   0,0172017	164,5
     42,7038	    0,017265	170,1
      42,706	   0,0172397	163,6
     42,7082	   0,0171313	167,2
     42,7104	   0,0170891	170,6
     42,7126	   0,0170746	169,9
     42,7148	    0,017031	165,9
      42,717	   0,0169784	175,9
     42,7192	   0,0169373	170,4
     42,7214	   0,0168666	172,2
     42,7236	   0,0167688	177,4
     42,7258	   0,0167908	166,1
      42,728	   0,0167331	170,8
     42,7302	   0,0167202	172,4
     42,7324	   0,0166982	167,4
     42,7346	   0,0166981	177,1
     42,7368	   0,0165896	173,6
      42,739	   0,0165271	176,1
     42,7412	   0,0165684	177,8
     42,7434	   0,0165682	177,1
     42,7456	   0,0165641	172,3
     42,7478	   0,0164906	180,3
       42,75	   0,0163677	170,6
     42,7522	   0,0163214	175,7
     42,7544	   0,0162729	177,1
     42,7566	   0,0162725	173,3
     42,7588	   0,0161676	183,4
      42,761	   0,0160844	180,3
     42,7632	   0,0160997	180,0
     42,7654	   0,0159891	182,5
     42,7676	   0,0159195	178,0
     42,7698	   0,0158937	182,2
      42,772	   0,0158502	181,8
     42,7742	   0,0157728	178,1
     42,7764	   0,0157161	179,7
     42,7786	   0,0157228	184,2
     42,7808	   0,0156805	180,1
      42,783	   0,0155805	185,6
     42,7852	   0,0154987	184,2
     42,7874	   0,0154479	181,2
     42,7896	   0,0154221	187,5
     42,7918	   0,0154005	187,7
      42,794	   0,0153162	182,6
     42,7962	   0,0152489	185,1
     42,7984	   0,0152251	183,1
     42,8006	    0,015083	180,5
     42,8028	    0,014992	184,7
      42,805	   0,0149735	184,3
     42,8072	   0,0150195	181,5
     42,8094	   0,0149682	188,7
     42,8116	   0,0149426	184,8
     42,8138	    0,014906	182,0
      42,816	   0,0148374	190,0
     42,8182	   0,0148029	187,6
     42,8204	   0,0147241	183,4
     42,8226	   0,0145878	189,9
     42,8248	   0,0144746	187,9
      42,827	   0,0143997	186,1
     42,8292	   0,0143603	191,5
     42,8314	   0,0143577	187,0
     42,8336	    0,014253	190,2
     42,8358	    0,014262	191,8
      42,838	    0,014227	188,8
     42,8402	    0,014117	187,2
     42,8424	   0,0140536	196,5
     42,8446	   0,0139911	193,0
     42,8468	   0,0139584	189,0
      42,849	   0,0139966	196,3
     42,8512	   0,0139477	188,0
     42,8534	   0,0139355	191,4
     42,8556	   0,0138896	196,1
     42,8578	     0,01378	188,5
       42,86	   0,0136324	192,8
     42,8622	   0,0135053	195,9
     42,8644	   0,0134045	196,0
     42,8666	   0,0133906	190,6
     42,8688	   0,0133665	198,5
      42,871	   0,0133215	194,9
     42,8732	   0,0132509	197,0
     42,8754	   0,0131761	199,7
     42,8776	   0,0131261	192,2
     42,8798	   0,0130279	193,7
      42,882	   0,0130056	194,9
     42,8842	   0,0130337	187,6
     42,8864	   0,0130374	192,4
     42,8886	   0,0130306	197,0
     42,8908	    0,013004	196,2
      42,893	   0,0128897	194,0
     42,8952	   0,0127631	-157,1
     42,8974	   0,0127232	-164,6
     42,8996	   0,0126162	-160,6
     42,9018	   0,0125355	-153,4
      42,904	   0,0125154	-164,3
     42,9062	   0,0124374	-162,0
     42,9084	   0,0124181	-163,4
     42,9106	   0,0123813	-166,3
     42,9128	   0,0123084	-164,2
      42,915	   0,0123608	-162,4
     42,9172	    0,012208	-161,0
     42,9194	   0,0121584	-168,4
     42,9216	   0,0120659	-158,2
     42,9238	   0,0119778	-159,6
      42,926	   0,0120028	-163,1
     42,9282	   0,0119125	-156,8
     42,9304	   0,0118475	-157,5
     42,9326	   0,0118466	-158,4
     42,9347	   0,0117808	-155,4
      42,937	   0,0117326	-154,3
     42,9391	    0,011678	-160,8
     42,9413	   0,0117107	-158,9
     42,9436	    0,011622	-151,7
     42,9457	   0,0115558	-162,7
     42,9479	   0,0115256	-161,3
     42,9501	   0,0114361	-153,9
     42,9523	   0,0113325	-162,8
     42,9545	   0,0113477	-160,2
     42,9567	   0,0112718	-154,3
     42,9589	   0,0112382	-160,4
     42,9611	   0,0111596	-156,0
     42,9633	   0,0111689	-153,9
     42,9655	   0,0112082	-157,6
     42,9677	    0,011108	-156,1
     42,9699	   0,0111674	-152,7
     42,9721	   0,0110724	-159,0
     42,9743	   0,0110302	-156,9
     42,9765	   0,0109623	-154,6
     42,9787	   0,0109043	-151,9
     42,9809	   0,0108683	-157,1
     42,9831	   0,0108159	-153,6
     42,9853	   0,0107921	-153,2
     42,9875	   0,0107255	-159,8
     42,9897	   0,0106141	-153,1
     42,9919	   0,0105902	-154,1
     42,9941	   0,0105389	-155,4
     42,9963	   0,0105074	-154,7
     42,9985	   0,0106161	-153,2
     43,0007	   0,0105229	-156,0
     43,0029	   0,0104351	-154,9
     43,0051	   0,0103717	-148,8
     43,0073	   0,0104537	-153,0
     43,0095	   0,0103573	-155,9
     43,0117	   0,0103221	-148,6
     43,0139	    0,010249	-151,3
     43,0161	   0,0101792	-153,2
     43,0183	   0,0100706	-149,9
     43,0205	   0,0100087	-145,6
     43,0227	  0,00998812	-152,5
     43,0249	  0,00996951	-153,1
     43,0271	   0,0100022	-149,7
     43,0293	  0,00997115	-154,0
     43,0315	  0,00991892	-153,8
     43,0337	  0,00991004	-149,3
     43,0359	  0,00982693	-153,4
     43,0381	  0,00978347	-155,0
     43,0403	  0,00972607	-153,7
     43,0425	  0,00972182	-149,7
     43,0447	  0,00971582	-151,9
     43,0469	  0,00967174	-156,2
     43,0491	  0,00963062	-149,1
     43,0513	  0,00958622	-154,5
