X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [06-29-24 14:28]		003: [06-29-24 14:34]	
         134	   0,0241089	59,4	   0,0255324	61,9
     134,016	   0,0253068	60,6	   0,0256119	60,2
     134,031	   0,0254732	59,0	   0,0260904	58,5
     134,047	   0,0260785	58,6	   0,0260074	57,4
     134,063	   0,0259721	60,9	    0,025864	59,6
     134,078	   0,0261482	60,8	   0,0265456	60,6
     134,094	   0,0262346	59,4	   0,0258055	62,1
     134,109	   0,0264901	60,2	    0,025935	62,0
     134,125	   0,0263691	60,4	   0,0260981	60,6
     134,141	   0,0267313	61,2	   0,0262718	62,6
     134,156	   0,0266229	60,1	   0,0261114	60,3
     134,172	   0,0264845	62,3	   0,0270725	59,6
     134,188	   0,0266544	60,8	   0,0266052	62,9
     134,203	   0,0266161	61,7	   0,0266283	61,6
     134,219	   0,0264615	61,0	   0,0265226	61,0
     134,235	   0,0268359	60,0	   0,0267672	60,6
      134,25	   0,0264634	60,7	   0,0271584	59,8
     134,266	    0,027185	60,3	   0,0271654	59,5
     134,282	   0,0269769	59,8	   0,0270535	62,5
     134,297	   0,0272269	58,8	   0,0270456	60,6
     134,313	   0,0270438	59,9	    0,026763	60,5
     134,328	   0,0269849	59,2	   0,0271269	61,6
     134,344	   0,0271382	61,3	   0,0269997	60,3
      134,36	   0,0272498	60,9	    0,027473	59,2
     134,375	   0,0272287	60,5	   0,0275427	61,3
     134,391	   0,0274606	59,4	   0,0275551	60,3
     134,407	    0,027311	58,5	   0,0272683	61,6
     134,422	    0,027466	59,7	   0,0277511	60,8
     134,438	   0,0279162	61,9	   0,0276227	61,5
     134,454	    0,027785	60,1	   0,0274998	59,7
     134,469	   0,0277116	58,8	   0,0274858	57,9
     134,485	   0,0277405	61,8	   0,0280323	59,0
       134,5	   0,0275116	62,4	   0,0277663	62,0
     134,516	   0,0281541	58,8	   0,0275839	61,3
     134,532	   0,0285527	59,7	   0,0281536	60,4
     134,547	   0,0282559	58,9	   0,0282533	59,9
     134,563	   0,0279161	61,9	   0,0278224	61,7
     134,579	   0,0278725	60,0	   0,0279815	59,9
     134,594	   0,0280498	61,5	   0,0287732	60,9
      134,61	    0,028859	60,2	   0,0281691	62,6
     134,626	   0,0289562	59,4	   0,0286293	59,4
     134,641	   0,0286731	59,9	   0,0284768	59,5
     134,657	   0,0285008	59,3	    0,028617	60,7
     134,673	   0,0286193	60,8	   0,0285525	60,9
     134,688	   0,0288186	59,3	   0,0288477	60,0
     134,704	   0,0290157	60,4	   0,0284808	61,5
     134,719	    0,029032	59,2	    0,028765	61,9
     134,735	   0,0289469	59,3	   0,0287168	60,4
     134,751	    0,029207	59,0	   0,0293027	59,8
     134,766	   0,0290268	62,8	   0,0287949	61,2
     134,782	   0,0296025	61,5	   0,0294188	62,8
     134,798	   0,0293591	60,5	   0,0292242	59,4
     134,813	   0,0296451	59,4	   0,0293543	59,4
     134,829	   0,0294294	60,1	   0,0298291	63,6
     134,845	    0,029115	61,4	    0,029835	60,7
      134,86	   0,0298579	61,4	   0,0291366	60,5
     134,876	   0,0300683	59,9	   0,0293158	62,5
     134,891	   0,0299229	63,0	   0,0292372	60,9
     134,907	   0,0300622	60,2	   0,0300777	59,5
     134,923	   0,0302802	59,7	   0,0298203	60,8
