X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	003: [06-27-24 14:15]		007: [06-27-24 14:21]	
         155	   0,0260443	59,4	   0,0309819	56,5
     155,049	   0,0295301	56,4	   0,0307375	56,6
     155,098	      0,0303	58,1	   0,0308804	58,5
     155,147	   0,0306317	56,9	   0,0311435	55,2
     155,196	    0,031926	56,4	   0,0317527	57,5
     155,244	   0,0316314	57,1	   0,0317127	55,2
     155,293	   0,0321776	56,9	   0,0320177	55,7
     155,342	   0,0319819	56,3	   0,0325262	55,7
     155,391	   0,0325105	56,8	   0,0322927	56,8
      155,44	   0,0322833	57,3	    0,032899	56,8
     155,489	    0,032806	57,3	   0,0325326	57,2
     155,538	   0,0336945	57,5	   0,0329747	57,2
     155,587	   0,0334694	58,2	   0,0335856	56,6
     155,635	   0,0341589	56,8	   0,0338091	58,2
     155,684	   0,0342301	57,2	   0,0343252	56,1
     155,733	   0,0340407	57,5	   0,0342561	55,8
     155,782	   0,0349667	56,6	   0,0341736	58,9
     155,831	   0,0352601	59,3	    0,035159	57,4
      155,88	   0,0352118	58,8	   0,0352204	55,2
     155,929	   0,0360415	55,4	   0,0351659	57,5
     155,978	   0,0365849	56,5	   0,0360148	58,7
     156,026	   0,0369311	57,0	   0,0368028	56,4
     156,075	   0,0365788	57,8	   0,0366884	55,8
     156,124	   0,0364669	57,6	   0,0364625	57,6
     156,173	   0,0381313	56,3	   0,0365734	59,5
     156,222	   0,0386005	57,6	    0,037963	57,0
     156,271	    0,038532	57,4	   0,0386701	57,0
      156,32	   0,0385799	58,9	    0,039188	56,9
     156,369	   0,0386422	56,7	   0,0389089	57,0
     156,417	   0,0390104	56,6	   0,0391682	56,1
     156,466	   0,0394782	59,1	   0,0392275	58,0
     156,515	    0,040313	56,9	   0,0404248	58,4
     156,564	   0,0404252	57,6	   0,0408896	56,4
     156,613	   0,0416777	56,0	   0,0409798	59,6
     156,662	   0,0421369	57,3	   0,0414303	58,8
     156,711	   0,0420482	57,3	   0,0425132	57,1
      156,76	   0,0428879	57,3	   0,0434127	56,2
     156,808	   0,0430001	56,2	   0,0432741	55,7
     156,857	   0,0433619	57,6	   0,0433483	57,6
     156,906	   0,0442193	55,8	    0,044313	56,6
     156,955	   0,0445132	56,1	   0,0444526	56,4
     157,004	   0,0447553	57,4	   0,0452315	55,7
     157,053	    0,045271	56,9	   0,0457749	56,4
     157,102	   0,0461829	59,1	   0,0458608	57,3
     157,151	   0,0463188	57,8	   0,0465617	58,3
     157,199	   0,0468706	58,3	   0,0470262	59,3
     157,248	   0,0474134	58,1	   0,0477837	58,0
     157,297	   0,0481511	56,5	   0,0481617	57,4
     157,346	   0,0487307	57,5	   0,0483621	58,8
     157,395	   0,0490073	56,9	    0,049717	58,2
     157,444	   0,0491364	58,6	   0,0503144	57,6
     157,493	   0,0505441	59,4	   0,0506363	57,7
     157,542	   0,0511141	58,6	   0,0517548	56,4
      157,59	   0,0517755	57,9	   0,0527846	58,6
     157,639	   0,0523932	57,8	   0,0525499	59,1
     157,688	   0,0528573	59,1	   0,0536908	57,3
     157,737	    0,053862	58,3	    0,053737	57,4
     157,786	   0,0546082	57,7	   0,0547925	58,3
     157,835	   0,0550166	58,0	   0,0554659	57,7
     157,884	   0,0564198	58,3	   0,0566624	57,4
     157,933	   0,0566541	58,4	   0,0572916	58,3
     157,981	   0,0572135	58,6	   0,0576951	58,6
      158,03	   0,0586805	58,3	   0,0587226	56,0
     158,079	   0,0599499	57,5	   0,0596553	58,2
     158,128	    0,060552	58,3	   0,0604433	58,1
     158,177	   0,0609149	58,4	   0,0610906	58,3
     158,226	   0,0618911	57,8	    0,061902	58,5
     158,275	   0,0627806	57,4	   0,0625565	57,7
     158,324	   0,0633211	57,6	   0,0646324	56,6
     158,372	   0,0643466	59,6	   0,0646897	58,7
     158,421	   0,0653173	59,4	   0,0662653	58,3
      158,47	   0,0665802	59,3	    0,066904	58,1
     158,519	   0,0675272	58,5	   0,0683308	57,2
     158,568	    0,068791	59,7	   0,0689117	58,8
     158,617	   0,0696848	58,6	   0,0707357	58,4
     158,666	   0,0705941	59,8	   0,0714073	58,8
     158,715	   0,0720004	60,7	   0,0732011	60,4
     158,763	   0,0735775	57,6	   0,0737134	58,4
     158,812	   0,0744461	60,1	   0,0750702	58,9
     158,861	   0,0755492	60,4	   0,0766456	57,1
      158,91	   0,0781263	59,0	   0,0779788	61,4
     158,959	   0,0786174	60,8	   0,0793045	58,4
     159,008	   0,0800436	59,6	   0,0800068	60,3
     159,057	   0,0806752	58,6	   0,0818616	59,8
     159,106	   0,0823958	60,2	   0,0832527	59,3
     159,154	   0,0840255	59,7	   0,0845651	59,7
     159,203	   0,0855756	60,0	   0,0865238	58,6
     159,252	   0,0876952	59,6	   0,0882629	57,6
     159,301	     0,08961	59,6	   0,0899433	60,2
      159,35	   0,0910944	60,0	   0,0921233	59,7
     159,399	   0,0930541	59,6	   0,0935176	58,9
     159,448	   0,0951697	59,9	   0,0947859	61,3
     159,497	   0,0965069	60,6	   0,0964058	60,8
     159,545	   0,0979071	60,4	   0,0990277	60,8
     159,594	    0,100223	60,0	    0,100868	61,2
     159,643	      0,1024	61,3	    0,102606	59,5
     159,692	    0,103509	61,0	     0,10432	61,7
