X-Data [Hz]	Piezo (M - Filtered) [mV]	Phase [Deg]	Piezo (M - Filtered) [mV]	Phase [Deg]	
	002: [07-09-24 14:35]		003: [07-09-24 14:39]	
        40,5	     1093,48	-100,5	     1215,72	-101,6
     40,5029	     1148,84	-101,1	     1220,09	-101,2
     40,5059	     1190,33	-101,1	     1221,36	-101,3
     40,5088	     1202,29	-101,0	     1226,26	-101,3
     40,5117	     1212,94	-100,9	     1221,56	-101,3
     40,5147	     1216,49	-101,3	      1230,7	-101,6
     40,5176	     1220,92	-101,4	     1227,79	-101,5
     40,5205	     1226,02	-101,1	     1234,56	-101,1
     40,5235	     1226,99	-101,5	     1231,34	-101,5
     40,5264	     1229,68	-100,9	     1236,58	-101,0
     40,5293	     1231,46	-100,9	     1236,62	-101,4
     40,5323	     1232,63	-100,8	     1242,54	-101,3
     40,5352	      1236,6	-101,1	     1239,79	-101,2
     40,5381	     1236,92	-101,2	     1246,05	-101,3
     40,5411	     1240,85	-100,9	     1246,33	-101,4
      40,544	     1240,62	-101,3	     1247,59	-100,8
     40,5469	     1243,45	-101,2	     1249,19	-101,3
     40,5499	      1245,9	-100,9	     1255,43	-101,1
     40,5528	     1247,51	-101,4	     1253,95	-100,9
     40,5557	     1248,31	-101,1	      1258,6	-101,1
     40,5587	     1254,85	-100,8	     1258,62	-100,7
     40,5616	     1256,89	-101,0	     1261,87	-101,1
     40,5645	     1255,23	-101,1	     1265,37	-100,9
     40,5674	        1261	-100,6	     1265,09	-100,6
     40,5704	      1261,5	-101,2	     1270,14	-100,7
     40,5733	     1262,91	-100,9	     1269,78	-100,4
     40,5762	      1268,2	-100,6	     1273,12	-100,7
     40,5792	     1266,79	-101,0	     1275,23	-100,9
     40,5821	     1271,83	-101,1	     1277,65	-101,2
      40,585	     1272,54	-101,1	     1278,03	-100,8
      40,588	     1273,06	-101,1	     1282,28	-101,0
     40,5909	     1276,54	-100,8	     1284,19	-100,4
     40,5938	     1278,23	-100,5	     1285,99	-100,5
     40,5968	     1283,45	-101,0	     1289,62	-100,7
     40,5997	     1282,62	-100,6	     1292,28	-100,7
     40,6026	     1289,82	-101,1	     1294,76	-100,6
     40,6056	     1283,96	-100,9	     1293,74	-100,6
     40,6085	     1292,64	-100,4	     1301,59	-100,4
     40,6114	     1292,35	-101,1	     1298,28	-100,3
     40,6144	     1294,91	-100,7	     1303,63	-100,4
