X-Data [Hz]	Piezo (M - Filtered) [mV]	Phase [Deg]	
	002: [07-05-24 16:31]	
     43,0227	    0,152748	27,8
     43,0249	    0,152762	29,6
     43,0271	    0,150642	29,1
     43,0293	    0,150043	28,9
     43,0315	    0,150895	26,3
     43,0337	    0,149676	25,4
     43,0359	    0,149849	31,8
     43,0381	    0,150694	26,9
     43,0403	    0,150666	31,1
     43,0425	    0,147774	24,1
     43,0447	    0,150031	32,3
     43,0469	     0,14654	31,3
     43,0491	    0,146817	25,2
     43,0513	    0,147465	33,7
     43,0535	    0,148107	30,8
     43,0557	     0,14497	23,8
     43,0579	    0,144451	30,5
     43,0601	     0,14413	32,4
     43,0623	    0,140585	26,1
     43,0645	    0,142127	29,3
     43,0667	    0,142093	28,5
     43,0689	    0,143664	28,9
     43,0711	    0,141274	25,0
     43,0733	    0,140754	30,2
     43,0755	    0,141392	26,1
     43,0777	    0,137362	26,7
     43,0799	    0,139061	31,4
     43,0821	    0,138624	34,2
     43,0843	    0,137538	31,1
     43,0865	    0,135582	24,8
     43,0887	    0,137436	31,7
     43,0909	     0,13777	34,8
     43,0931	    0,132945	28,2
     43,0953	    0,135393	31,9
     43,0975	    0,138662	34,1
     43,0997	    0,133707	30,7
     43,1019	    0,134674	35,2
     43,1041	    0,135625	34,5
     43,1063	    0,135486	35,0
     43,1085	    0,132222	32,4
     43,1107	    0,133207	34,6
     43,1129	    0,134727	35,9
     43,1151	    0,132898	32,6
     43,1173	    0,129764	32,2
     43,1195	    0,132796	36,7
     43,1217	    0,133231	31,9
     43,1239	    0,130484	32,9
     43,1261	    0,132033	37,0
     43,1283	    0,130697	32,5
     43,1305	    0,125981	29,2
     43,1327	    0,128249	32,0
     43,1349	    0,127746	33,1
     43,1371	    0,124711	29,2
     43,1393	    0,126065	35,7
     43,1415	     0,12806	33,4
     43,1437	    0,127283	32,1
     43,1459	    0,125902	31,5
     43,1481	    0,124637	33,5
     43,1503	    0,124573	35,8
     43,1525	    0,122459	30,0
     43,1547	    0,120803	32,9
     43,1569	    0,123448	36,7
     43,1591	    0,124375	31,1
     43,1613	    0,123068	34,8
     43,1635	     0,12454	39,2
     43,1657	    0,122788	35,7
     43,1679	    0,120926	35,5
     43,1701	    0,118882	31,1
     43,1723	    0,121188	36,7
     43,1745	    0,119221	37,1
     43,1767	    0,117569	33,6
     43,1789	    0,120513	35,1
     43,1811	    0,122051	40,1
     43,1833	    0,119829	37,3
     43,1855	    0,118432	39,3
     43,1877	    0,120629	39,0
     43,1899	    0,117927	39,9
     43,1921	    0,115515	35,6
     43,1943	     0,11597	39,3
     43,1965	     0,11678	37,1
     43,1987	    0,116804	37,2
     43,2009	    0,115643	37,0
     43,2031	    0,115655	37,8
     43,2053	     0,11662	41,4
     43,2075	    0,113707	35,0
     43,2097	    0,112974	34,7
     43,2119	     0,11321	40,2
     43,2141	    0,115304	42,5
     43,2163	    0,113266	38,5
     43,2185	    0,111803	36,2
     43,2207	    0,112939	39,6
     43,2229	    0,112879	40,9
     43,2251	    0,111414	35,9
     43,2273	    0,111187	39,3
     43,2295	    0,113427	42,0
     43,2317	     0,11035	35,6
     43,2339	    0,110512	38,0
     43,2361	    0,111604	41,4
     43,2383	    0,109742	36,8
     43,2405	    0,107628	36,3
     43,2427	    0,108738	42,1
     43,2449	    0,107804	42,8
     43,2471	    0,111634	39,5
     43,2493	    0,110215	39,5
     43,2515	    0,108475	41,8
     43,2537	    0,108749	41,8
     43,2559	     0,10547	33,3
     43,2581	    0,104737	37,0
     43,2603	    0,108237	41,5
     43,2625	    0,107972	38,3
     43,2647	    0,104719	37,1
     43,2669	    0,104494	37,1
     43,2691	    0,106965	40,7
     43,2713	    0,103988	38,8
     43,2735	    0,102353	36,6
     43,2757	    0,102877	39,4
     43,2779	     0,10522	42,6
     43,2801	    0,104682	40,9
     43,2823	    0,102519	34,9
     43,2845	    0,104104	39,8
     43,2867	    0,104632	41,9
     43,2889	    0,103662	36,4
     43,2911	    0,101272	37,7
     43,2933	    0,101448	38,6
     43,2955	    0,102961	43,9
     43,2977	    0,102495	42,4
     43,2999	   0,0987535	41,3
     43,3021	    0,101374	42,5
     43,3043	    0,102389	44,2
     43,3064	    0,101819	39,3
     43,3087	   0,0999362	41,2
     43,3109	   0,0985548	40,5
      43,313	   0,0993181	41,8
     43,3153	   0,0984344	37,4
     43,3174	    0,101354	39,7
     43,3196	    0,101745	43,5
     43,3218	   0,0997689	44,7
      43,324	   0,0953624	42,5
     43,3262	   0,0945533	42,0
     43,3284	   0,0966393	44,7
     43,3306	   0,0973274	45,3
     43,3328	   0,0944315	43,2
      43,335	   0,0949958	42,3
     43,3372	   0,0975719	42,6
     43,3394	    0,097719	44,6
     43,3416	   0,0965586	41,6
     43,3438	   0,0950553	42,5
      43,346	   0,0959342	45,8
     43,3482	   0,0948617	44,3
     43,3504	   0,0911657	42,2
     43,3526	   0,0920539	42,2
     43,3548	   0,0940826	44,4
      43,357	   0,0943932	44,2
     43,3592	   0,0941325	42,1
     43,3614	   0,0934132	43,1
     43,3636	   0,0963044	46,4
     43,3658	   0,0943197	44,6
      43,368	   0,0904436	39,7
     43,3702	   0,0929208	44,1
     43,3724	   0,0937714	48,1
     43,3746	   0,0918401	41,8
     43,3768	   0,0902486	40,3
      43,379	   0,0881968	40,0
     43,3812	    0,090842	44,1
     43,3834	   0,0927967	43,4
     43,3856	   0,0901166	41,1
     43,3878	    0,087218	38,8
       43,39	   0,0912619	42,4
     43,3922	   0,0921188	38,9
     43,3944	   0,0910139	40,5
     43,3966	   0,0888996	34,6
     43,3988	   0,0890161	40,5
      43,401	   0,0905147	46,6
     43,4032	   0,0880321	40,4
     43,4054	   0,0891899	38,9
     43,4076	   0,0895739	41,9
     43,4098	   0,0896257	42,3
      43,412	   0,0879131	38,7
     43,4142	    0,085765	41,9
     43,4164	   0,0840077	42,8
     43,4186	   0,0875477	42,4
     43,4208	   0,0896635	42,6
      43,423	    0,086832	38,7
     43,4252	   0,0871649	40,2
     43,4274	   0,0875842	43,6
     43,4296	   0,0874233	43,1
     43,4318	   0,0851393	40,8
      43,434	   0,0871942	41,7
     43,4362	   0,0856968	44,8
     43,4384	   0,0875969	47,7
     43,4406	   0,0861385	47,7
     43,4428	   0,0845664	42,7
      43,445	   0,0827063	45,1
     43,4472	   0,0857485	46,7
     43,4494	   0,0849247	47,0
     43,4516	   0,0837345	43,2
     43,4538	   0,0833027	43,4
      43,456	   0,0866876	46,4
     43,4582	   0,0842325	41,5
     43,4604	   0,0828701	44,7
     43,4626	   0,0821965	48,3
     43,4648	   0,0848528	45,4
      43,467	   0,0831951	44,8
     43,4692	   0,0823968	42,8
     43,4714	   0,0822099	41,3
     43,4736	   0,0812856	42,6
     43,4758	   0,0825305	46,1
      43,478	   0,0822787	43,0
     43,4802	   0,0792875	39,2
     43,4824	   0,0799105	44,1
     43,4846	   0,0827546	45,4
     43,4868	   0,0820946	41,3
      43,489	   0,0834089	43,8
     43,4912	   0,0779681	42,6
     43,4934	   0,0804122	44,0
     43,4956	   0,0819233	48,6
     43,4978	   0,0838016	48,2
        43,5	   0,0844124	45,1

