Source File Name:	magt2
Point Index:	1	[x = 0.0321152	y = 0.0231113	z = -1.23]
Component:	Root
Signal:	Time - Ref1 Force - Samples

Time	Time Signal
[ s ]	[ N ]
0	4.123046
0.0001	11.94349
0.0002	16.24412
0.0003	19.71058
0.0004	21.74423
0.0005	20.95232
0.0006	19.92794
0.0007	17.31736
0.0008	13.54711
0.0009	11.57886
0.001	7.019382
0.0011	4.101809
0.0012	4.620531
0.0013	3.132034
0.0014	-0.5198615
0.0015	-0.2442373
0.0016	-0.354319
0.0017	-0.2641943
0.0018	-0.3089743
0.0019	-0.1581323
0.002	-0.1386387
0.0021	-0.1384334
0.0022	-0.1428028
0.0023	-0.1145047
0.0024	-0.1782278
0.0025	-0.2102874
0.0026	-0.2047783
0.0027	-0.2321678
0.0028	-0.2810196
0.0029	-0.2584982
0.003	-0.2405578
0.0031	-0.2524696
0.0032	-0.235623
0.0033	-0.2014988
0.0034	-0.1971919
0.0035	-0.2002965
0.0036	-0.1842109
0.0037	-0.1778847
0.0038	-0.198456
0.0039	-0.2084559
0.004	-0.2052003
0.0041	-0.2299192
0.0042	-0.2454675
0.0043	-0.2365522
0.0044	-0.2416922
0.0045	-0.2464358
0.0046	-0.2331869
0.0047	-0.2229263
0.0048	-0.2192655
0.0049	-0.2125161
0.005	-0.2049818
0.0051	-0.203851
0.0052	-0.2127327
0.0053	-0.2124707
0.0054	-0.2152354
0.0055	-0.2290418
0.0056	-0.2331654
0.0057	-0.2316399
0.0058	-0.2391274
0.0059	-0.2376387
0.006	-0.2313105
0.0061	-0.2308712
0.0062	-0.2278763
0.0063	-0.2240219
0.0064	-0.2211674
0.0065	-0.2198119
0.0066	-0.2226107
0.0067	-0.2210638
0.0068	-0.2233585
0.0069	-0.2299863
0.007	-0.2301985
0.0071	-0.231483
0.0072	-0.2365177
0.0073	-0.2345596
0.0074	-0.2336581
0.0075	-0.234506
0.0076	-0.231773
0.0077	-0.2308864
0.0078	-0.2293953
0.0079	-0.228799
0.008	-0.22976
0.0081	-0.2294872
0.0082	-0.2316437
0.0083	-0.2342958
0.0084	-0.2340522
0.0085	-0.236471
0.0086	-0.2391322
0.0087	-0.2385002
0.0088	-0.2396172
0.0089	-0.2405554
0.009	-0.2386288
0.0091	-0.2390076
0.0092	-0.2389532
0.0093	-0.2385211
0.0094	-0.2394439
0.0095	-0.2399229
0.0096	-0.2410555
0.0097	-0.2438267
0.0098	-0.2437229
0.0099	-0.2459875
0.01	-0.2470811
0.0101	-0.2460618
0.0102	-0.2484993
0.0103	-0.248542
0.0104	-0.2470743
0.0105	-0.2483107
0.0106	-0.247775
0.0107	-0.2471199
0.0108	-0.2484618
0.0109	-0.2484821
0.011	-0.2502635
0.0111	-0.2511986
0.0112	-0.2513102
0.0113	-0.2534082
0.0114	-0.2536843
0.0115	-0.2540015
0.0116	-0.2555011
0.0117	-0.2547607
0.0118	-0.2554538
0.0119	-0.2561335
0.012	-0.2565301
0.0121	-0.2582463
0.0122	-0.2589883
0.0123	-0.2588087
0.0124	-0.2601381
0.0125	-0.2612152
0.0126	-0.2619934
0.0127	-0.2626882
0.0128	-0.2626173
0.0129	-0.2622759
0.013	-0.2639458
0.0131	-0.2643992
0.0132	-0.2649496
0.0133	-0.2657028
0.0134	-0.2650637
0.0135	-0.2658779
0.0136	-0.266463
0.0137	-0.2668944
0.0138	-0.2677056
0.0139	-0.2681315
0.014	-0.2684988
0.0141	-0.268775
0.0142	-0.2694614
0.0143	-0.2703054
0.0144	-0.2697512
0.0145	-0.2702325
0.0146	-0.2707864
0.0147	-0.2712898
0.0148	-0.2713843
0.0149	-0.2715395
0.015	-0.2725184
0.0151	-0.2724475
0.0152	-0.2731853
0.0153	-0.2738463
0.0154	-0.2735223
0.0155	-0.2745944
0.0156	-0.2752218
0.0157	-0.2763989
0.0158	-0.2758829
0.0159	-0.2760766
0.016	-0.2770385
0.0161	-0.2768721
0.0162	-0.2769235
0.0163	-0.2784408
0.0164	-0.2782962
0.0165	-0.2787416
0.0166	-0.2793898
0.0167	-0.2789821
0.0168	-0.2797088
0.0169	-0.2804621
0.017	-0.2804187
0.0171	-0.2798433
0.0172	-0.2806385
0.0173	-0.2813857
0.0174	-0.282291
0.0175	-0.2814659
0.0176	-0.2821704
0.0177	-0.2831989
0.0178	-0.2845829
0.0179	-0.2839576
0.018	-0.284098
0.0181	-0.2841001
0.0182	-0.2843322
0.0183	-0.284499
0.0184	-0.2854477
0.0185	-0.2862412
0.0186	-0.2863813
0.0187	-0.286026
0.0188	-0.2862931
0.0189	-0.2872484
0.019	-0.2885835
0.0191	-0.2884022
0.0192	-0.2886212
0.0193	-0.289212
0.0194	-0.2886352
0.0195	-0.2881818
0.0196	-0.289524
0.0197	-0.2900057
0.0198	-0.2894495
0.0199	-0.2900285
0.02	-0.2901819
0.0201	-0.2903519
0.0202	-0.2915269
0.0203	-0.2923022
0.0204	-0.2926529
0.0205	-0.2925347
0.0206	-0.2931747
0.0207	-0.2929942
0.0208	-0.2931041
0.0209	-0.2933513
0.021	-0.2936438
0.0211	-0.2936467
0.0212	-0.2939607
0.0213	-0.2946188
0.0214	-0.2944236
0.0215	-0.2948554
0.0216	-0.2953236
0.0217	-0.295504
0.0218	-0.2953938
0.0219	-0.2956727
0.022	-0.2955107
0.0221	-0.2963668
0.0222	-0.2967529
0.0223	-0.2961307
0.0224	-0.2965447
0.0225	-0.2970949
0.0226	-0.2969203
0.0227	-0.2974168
0.0228	-0.2973181
0.0229	-0.2974655
0.023	-0.2971088
0.0231	-0.2970978
0.0232	-0.2973974
0.0233	-0.2974673
0.0234	-0.2979563
0.0235	-0.2978869
0.0236	-0.2984466
0.0237	-0.2983265
0.0238	-0.2993921
0.0239	-0.2998408
0.024	-0.2997212
0.0241	-0.301186
0.0242	-0.3013289
0.0243	-0.3011502
0.0244	-0.3012801
0.0245	-0.3005932
0.0246	-0.3013167
0.0247	-0.3010044
0.0248	-0.3016148
0.0249	-0.3021934
0.025	-0.3020258
0.0251	-0.30202
0.0252	-0.3021063
0.0253	-0.302295
0.0254	-0.3023979
0.0255	-0.3028618
0.0256	-0.3029598
0.0257	-0.3029995
0.0258	-0.3032035
0.0259	-0.3026858
0.026	-0.3027191
0.0261	-0.3032178
0.0262	-0.3032552
0.0263	-0.3034783
0.0264	-0.3034263
0.0265	-0.3032383
0.0266	-0.3029051
0.0267	-0.303148
0.0268	-0.3032867
0.0269	-0.3031073
0.027	-0.3035201
0.0271	-0.3040542
0.0272	-0.3036061
0.0273	-0.3033682
0.0274	-0.3043601
0.0275	-0.3044583
0.0276	-0.3045563
0.0277	-0.3055366
0.0278	-0.3052991
0.0279	-0.3044797
0.028	-0.3050367
0.0281	-0.3055305
0.0282	-0.3053211
0.0283	-0.3053055
0.0284	-0.3052915
0.0285	-0.3052792
0.0286	-0.3056872
0.0287	-0.3052569
0.0288	-0.30556
0.0289	-0.3057408
0.029	-0.3054589
0.0291	-0.3064567
0.0292	-0.3064151
0.0293	-0.3050952
0.0294	-0.3052655
0.0295	-0.3056216
0.0296	-0.3059143
0.0297	-0.3064224
0.0298	-0.3060844
0.0299	-0.3066657
0.03	-0.3074102
0.0301	-0.3071264
0.0302	-0.307279
0.0303	-0.3079849
0.0304	-0.3081891
0.0305	-0.3085375
0.0306	-0.3090756
0.0307	-0.3090477
0.0308	-0.3086264
0.0309	-0.3084877
0.031	-0.3085736
0.0311	-0.3081621
0.0312	-0.3093707
0.0313	-0.3094217
0.0314	-0.3088956
0.0315	-0.3091316
0.0316	-0.3088403
0.0317	-0.3081801
0.0318	-0.3084572
0.0319	-0.3088435
0.032	-0.3089959
0.0321	-0.3084939
0.0322	-0.3082656
0.0323	-0.3091817
0.0324	-0.3088913
0.0325	-0.3086076
0.0326	-0.3075336
0.0327	-0.3072952
0.0328	-0.3080818
0.0329	-0.307774
0.033	-0.3078431
0.0331	-0.3083872
0.0332	-0.3076903
0.0333	-0.3077275
0.0334	-0.3069057
0.0335	-0.3071937
0.0336	-0.3077153
0.0337	-0.3069992
0.0338	-0.3072437
0.0339	-0.3072231
0.034	-0.3067766
0.0341	-0.3077911
0.0342	-0.3088548
0.0343	-0.3088636
0.0344	-0.3086309
0.0345	-0.3085372
0.0346	-0.3084731
0.0347	-0.3086833
0.0348	-0.3092271
0.0349	-0.3087111
0.035	-0.3085773
0.0351	-0.3085483
0.0352	-0.3089789
0.0353	-0.309976
0.0354	-0.3088649
0.0355	-0.3091077
0.0356	-0.3090915
0.0357	-0.3084952
0.0358	-0.3084554
0.0359	-0.3078765
0.036	-0.3077315
0.0361	-0.3080465
0.0362	-0.3077419
0.0363	-0.3082345
0.0364	-0.3088916
0.0365	-0.3077309
0.0366	-0.3077557
0.0367	-0.3078495
0.0368	-0.3084005
0.0369	-0.3086216
0.037	-0.3082898
0.0371	-0.3087463
0.0372	-0.3091862
0.0373	-0.308899
0.0374	-0.3085164
0.0375	-0.3090416
0.0376	-0.3089343
0.0377	-0.308791
0.0378	-0.3090988
0.0379	-0.3091437
0.038	-0.3092441
0.0381	-0.309408
0.0382	-0.3095237
0.0383	-0.3087024
0.0384	-0.3089303
0.0385	-0.3091756
0.0386	-0.3081627
0.0387	-0.3085512
0.0388	-0.3088872
0.0389	-0.3088586
0.039	-0.3091912
0.0391	-0.3093544
0.0392	-0.3096776
0.0393	-0.3095084
0.0394	-0.3100524
0.0395	-0.3091059
0.0396	-0.3089941
0.0397	-0.3089538
0.0398	-0.3089667
0.0399	-0.3092526
0.04	-0.3094413
0.0401	-0.3090443
0.0402	-0.3091423
0.0403	-0.3091404
0.0404	-0.3095869
0.0405	-0.3097612
0.0406	-0.3092127
0.0407	-0.3096596
0.0408	-0.3100249
0.0409	-0.3104016
0.041	-0.3105545
0.0411	-0.3104722
0.0412	-0.3098672
0.0413	-0.3104053
0.0414	-0.3099881
0.0415	-0.310356
0.0416	-0.3104186
0.0417	-0.3103333
0.0418	-0.3104073
0.0419	-0.3109317
0.042	-0.310605
0.0421	-0.3106231
0.0422	-0.3112439
0.0423	-0.31071
0.0424	-0.3103976
0.0425	-0.3102375
0.0426	-0.3102175
0.0427	-0.3104349
0.0428	-0.310884
0.0429	-0.3107346
0.043	-0.3107121
0.0431	-0.3112187
0.0432	-0.3107572
0.0433	-0.3108209
0.0434	-0.3107231
0.0435	-0.3104002
0.0436	-0.3111587
0.0437	-0.3116227
0.0438	-0.311978
0.0439	-0.3121014
0.044	-0.3112105
0.0441	-0.3116071
0.0442	-0.3112421
0.0443	-0.3105673
0.0444	-0.311313
0.0445	-0.3120998
0.0446	-0.3120776
0.0447	-0.3119176
0.0448	-0.3127155
0.0449	-0.312177
0.045	-0.3120102
0.0451	-0.311105
0.0452	-0.3115706
0.0453	-0.3117526
0.0454	-0.3122588
0.0455	-0.3126214
0.0456	-0.31197
0.0457	-0.3120786
0.0458	-0.3124903
0.0459	-0.3125911
0.046	-0.3119496
0.0461	-0.3121465
0.0462	-0.3129986
0.0463	-0.3127123
0.0464	-0.3136365
0.0465	-0.3138087
0.0466	-0.3139945
0.0467	-0.3136653
0.0468	-0.3141493
0.0469	-0.3142644
0.047	-0.314538
0.0471	-0.314359
0.0472	-0.3152436
0.0473	-0.3148049
0.0474	-0.3146171
0.0475	-0.3154261
0.0476	-0.3160256
0.0477	-0.316303
0.0478	-0.3157069
0.0479	-0.3158042
0.048	-0.3160658
0.0481	-0.3165789
0.0482	-0.3164836
0.0483	-0.3163301
0.0484	-0.3159845
0.0485	-0.3157576
0.0486	-0.315969
0.0487	-0.316639
0.0488	-0.3168476
0.0489	-0.3167372
0.049	-0.3174043
0.0491	-0.3171285
0.0492	-0.3162465
0.0493	-0.3160771
0.0494	-0.316468
0.0495	-0.3169538
0.0496	-0.3172692
0.0497	-0.316924
0.0498	-0.3167037
0.0499	-0.316881
0.05	-0.3170848
0.0501	-0.316671
0.0502	-0.31733
0.0503	-0.3176651
0.0504	-0.3172981
0.0505	-0.3173164
0.0506	-0.3181782
