X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [06-26-24 18:25]		003: [06-26-24 18:35]	
        29,5	  0,00870365	78,7	    0,010195	74,6
      29,502	  0,00920476	74,6	   0,0101479	74,8
     29,5039	  0,00983408	73,5	   0,0101853	75,9
     29,5059	   0,0103449	74,2	   0,0102463	74,2
     29,5078	   0,0101324	76,2	   0,0101664	74,9
     29,5098	   0,0100371	75,8	   0,0101786	74,4
     29,5117	   0,0102234	74,2	   0,0102402	74,9
     29,5137	   0,0103318	73,8	   0,0102432	75,0
     29,5156	   0,0103013	75,0	    0,010208	74,9
     29,5176	   0,0101414	76,0	    0,010234	75,3
     29,5196	   0,0102349	74,6	   0,0102571	74,2
     29,5215	   0,0103686	74,6	   0,0103076	74,9
     29,5235	   0,0103198	75,1	   0,0102871	75,6
     29,5254	   0,0102376	74,7	   0,0102642	74,9
     29,5274	   0,0102263	74,6	   0,0103056	75,4
     29,5293	   0,0103242	75,1	   0,0103302	74,2
     29,5313	   0,0103689	75,6	   0,0102711	75,3
     29,5332	   0,0102694	75,1	   0,0103594	74,3
     29,5352	   0,0102644	73,8	   0,0103768	75,1
     29,5371	   0,0103162	74,9	   0,0103283	74,5
     29,5391	   0,0103599	74,9	   0,0102721	75,3
     29,5411	   0,0103644	75,9	   0,0103576	74,9
      29,543	   0,0103205	76,0	   0,0103892	74,9
      29,545	   0,0103424	74,3	    0,010402	74,5
     29,5469	   0,0104151	74,8	   0,0104032	74,0
     29,5489	   0,0103703	74,1	   0,0103275	75,0
     29,5508	    0,010423	75,0	   0,0104242	75,5
     29,5528	   0,0104215	75,2	   0,0104338	75,3
     29,5547	   0,0103876	74,7	   0,0104519	73,5
     29,5567	   0,0103941	74,9	   0,0103987	75,3
     29,5587	   0,0105099	73,6	   0,0104324	75,4
     29,5606	   0,0104554	75,8	   0,0104574	75,2
     29,5626	   0,0105052	74,8	   0,0104959	75,2
     29,5645	   0,0105005	75,5	    0,010469	74,1
     29,5665	   0,0103687	75,0	   0,0104767	75,5
     29,5684	   0,0104537	74,3	   0,0105646	74,9
     29,5704	   0,0106095	73,9	   0,0104944	74,9
     29,5723	   0,0105223	75,9	   0,0105022	75,4
     29,5743	   0,0103923	74,2	    0,010523	75,7
     29,5762	   0,0105136	74,4	   0,0105649	73,7
     29,5782	   0,0105381	74,3	   0,0105063	74,0
     29,5802	   0,0104836	74,0	   0,0105224	75,2
     29,5821	   0,0106779	75,9	   0,0105712	75,0
     29,5841	   0,0105222	74,2	   0,0105582	75,3
      29,586	   0,0105447	74,9	   0,0105893	74,7
      29,588	   0,0105753	75,8	   0,0106045	74,8
     29,5899	    0,010602	75,4	   0,0106102	74,5
     29,5919	   0,0105364	74,9	   0,0105999	75,3
     29,5938	    0,010621	74,6	   0,0106486	75,3
     29,5958	   0,0105808	73,9	   0,0106658	75,6
     29,5978	   0,0107053	74,9	   0,0106151	74,4
     29,5997	   0,0106452	74,5	   0,0106997	74,3
     29,6017	   0,0105785	74,0	   0,0107181	74,6
     29,6036	   0,0107292	75,5	   0,0106312	74,4
     29,6056	   0,0107728	75,7	   0,0106725	76,0
     29,6075	   0,0106606	74,7	   0,0107086	74,9
     29,6095	   0,0106713	74,8	   0,0107431	74,5
     29,6114	   0,0107464	75,6	   0,0106653	74,5
     29,6134	   0,0107142	74,7	   0,0106879	74,9
     29,6153	   0,0107218	75,0	   0,0107983	75,3
     29,6173	   0,0107361	74,3	   0,0107721	75,4
     29,6193	   0,0107887	75,5	   0,0107108	75,5
     29,6212	   0,0107702	75,3	   0,0108162	74,8
     29,6232	   0,0107638	75,5	   0,0108509	74,1
     29,6251	   0,0107987	74,4	   0,0107718	75,2
     29,6271	   0,0108017	75,0	   0,0108438	74,9
      29,629	   0,0108209	75,1	   0,0108294	74,6
      29,631	   0,0108639	74,5	   0,0108432	75,1
     29,6329	   0,0108255	74,5	   0,0108783	74,8
     29,6349	   0,0108396	75,1	    0,010789	75,6
     29,6369	   0,0108665	74,7	   0,0109116	75,0
     29,6388	   0,0108731	75,0	   0,0109405	74,7
     29,6408	   0,0109044	75,1	   0,0108014	74,7
     29,6427	   0,0108773	74,7	   0,0109527	75,5
     29,6447	   0,0108876	75,5	   0,0109626	74,7
     29,6466	   0,0108795	73,7	   0,0108917	74,4
     29,6486	   0,0109204	74,2	   0,0109025	74,8
     29,6505	   0,0109427	75,0	    0,010945	74,7
     29,6525	    0,010975	75,4	   0,0109435	74,6
     29,6544	   0,0109295	75,5	   0,0109882	75,1
     29,6564	     0,01097	73,9	   0,0110202	74,5
     29,6584	   0,0110205	75,8	   0,0109975	74,3
     29,6603	   0,0109859	75,3	   0,0109552	74,4
