X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [06-25-24 13:58]		003: [06-25-24 14:07]	
          31	   0,0074164	75,0	  0,00895275	74,5
      31,002	  0,00887161	73,8	  0,00899882	72,8
     31,0039	  0,00835907	76,0	  0,00900585	74,1
     31,0059	  0,00923096	72,7	  0,00901475	74,6
     31,0078	  0,00875145	76,5	  0,00902047	74,1
     31,0098	  0,00914225	71,3	  0,00901068	74,2
     31,0117	  0,00885689	75,0	  0,00906484	73,0
     31,0137	  0,00916844	74,4	  0,00903976	73,2
     31,0156	  0,00891257	74,2	  0,00903742	74,3
     31,0176	  0,00910841	73,7	  0,00911526	73,1
     31,0196	  0,00898348	73,8	  0,00904241	73,6
     31,0215	   0,0091104	73,7	  0,00915158	73,8
     31,0235	  0,00909427	73,3	  0,00902179	74,2
     31,0254	   0,0090366	74,0	  0,00918204	73,4
     31,0274	  0,00914809	72,6	  0,00910109	74,8
     31,0293	  0,00907657	73,1	  0,00921711	72,4
     31,0313	  0,00915305	74,1	   0,0090724	74,4
     31,0332	  0,00915644	73,4	  0,00916932	73,0
     31,0352	  0,00913635	74,6	  0,00915701	73,5
     31,0371	  0,00914295	72,9	  0,00920439	75,1
     31,0391	  0,00919119	74,9	  0,00916861	74,9
     31,0411	  0,00914439	72,5	  0,00920474	71,7
      31,043	  0,00915269	74,6	  0,00917147	76,0
      31,045	  0,00922269	73,0	  0,00931326	72,5
     31,0469	   0,0091728	72,5	  0,00919301	74,7
     31,0489	  0,00925193	73,9	  0,00928303	72,6
     31,0508	  0,00927008	73,5	  0,00918294	72,5
     31,0528	  0,00922551	73,6	  0,00936134	74,1
     31,0547	  0,00925849	73,7	  0,00919011	75,3
     31,0567	  0,00922086	73,5	  0,00934452	71,9
     31,0587	  0,00928229	74,6	  0,00926982	75,2
     31,0606	  0,00928255	72,3	  0,00932528	72,5
     31,0626	  0,00929528	74,6	  0,00929322	74,0
     31,0645	  0,00924694	73,6	  0,00937265	73,4
     31,0665	  0,00935228	72,6	  0,00931736	74,6
     31,0684	  0,00931845	73,4	   0,0093476	74,1
     31,0704	  0,00933623	73,7	  0,00941383	74,4
     31,0723	  0,00933735	72,9	   0,0093773	72,5
     31,0743	  0,00935233	74,7	  0,00938546	74,9
     31,0762	  0,00935413	72,8	   0,0094131	72,5
     31,0782	  0,00939718	74,7	  0,00938293	74,5
     31,0802	  0,00942801	72,8	  0,00944696	74,2
     31,0821	  0,00937122	74,9	   0,0093996	73,9
     31,0841	  0,00944907	71,9	   0,0094828	75,2
      31,086	  0,00938664	73,2	  0,00948083	72,9
      31,088	  0,00943018	74,6	  0,00941973	72,7
     31,0899	  0,00945016	74,0	  0,00954082	74,5
     31,0919	  0,00943794	74,2	  0,00942584	73,4
     31,0938	  0,00951608	74,3	   0,0095502	72,5
     31,0958	  0,00945716	73,9	   0,0095067	74,6
     31,0978	  0,00954831	73,8	  0,00951972	72,2
     31,0997	  0,00948425	74,2	  0,00948914	74,1
     31,1017	  0,00948643	73,5	  0,00957398	74,1
     31,1036	  0,00953403	74,6	  0,00949387	73,2
     31,1056	   0,0095637	72,9	  0,00960805	73,6
     31,1075	  0,00946272	73,4	  0,00952553	74,6
     31,1095	  0,00961126	75,8	  0,00963246	72,6
     31,1114	  0,00956508	73,4	  0,00952728	74,6
     31,1134	  0,00963936	75,3	  0,00964605	73,3
     31,1153	   0,0095558	74,0	   0,0096025	73,3
     31,1173	  0,00963404	73,1	  0,00963765	74,2
     31,1193	  0,00962272	75,1	  0,00960856	72,7
     31,1212	  0,00965607	73,5	  0,00965432	73,0
     31,1232	  0,00968422	74,6	  0,00971148	74,7
     31,1251	  0,00962641	74,8	  0,00967656	72,8
     31,1271	  0,00974389	73,6	  0,00973248	72,9
      31,129	  0,00966565	72,3	  0,00973344	74,9
      31,131	  0,00973258	74,8	   0,0097077	72,9
     31,1329	  0,00969343	73,0	  0,00975452	73,2
     31,1349	  0,00974651	74,4	  0,00975145	74,9
     31,1369	  0,00974347	74,9	  0,00975606	72,4
     31,1388	  0,00979217	72,6	  0,00974486	72,8
     31,1408	  0,00975876	74,7	   0,0097768	74,9
     31,1427	   0,0098036	72,9	  0,00979995	75,0
     31,1447	  0,00978564	74,7	  0,00982069	73,0
     31,1466	  0,00985217	74,2	  0,00990037	75,9
     31,1486	  0,00980597	75,0	  0,00975664	74,0
     31,1505	  0,00984786	73,4	  0,00992296	73,6
     31,1525	  0,00987467	74,6	  0,00981906	75,4
     31,1544	  0,00982113	73,9	  0,00991004	72,7
     31,1564	  0,00986462	75,0	   0,0099095	72,8
     31,1584	  0,00994238	73,6	  0,00989848	75,1
     31,1603	  0,00980795	74,4	  0,00998467	73,6
     31,1623	   0,0100034	74,5	  0,00995702	73,6
     31,1642	  0,00997536	74,0	   0,0099409	75,0
     31,1662	  0,00987251	73,1	  0,00999972	73,9
     31,1681	  0,00999723	74,9	  0,00995431	73,1
     31,1701	  0,00994701	73,1	   0,0100177	74,6
      31,172	   0,0099976	74,0	   0,0100533	73,9
      31,174	  0,00992712	73,6	   0,0100552	73,4
      31,176	   0,0100945	73,4	   0,0100011	73,2
     31,1779	   0,0100409	74,3	   0,0100314	74,8
     31,1799	  0,00998707	73,8	   0,0100981	72,5
     31,1818	   0,0101091	74,2	   0,0101136	73,8
     31,1838	   0,0100139	74,0	   0,0100724	75,0
     31,1857	   0,0101222	75,6	    0,010147	74,1
     31,1877	   0,0100902	73,0	   0,0100948	73,0
     31,1896	   0,0100454	74,8	   0,0101793	75,7
     31,1916	   0,0101783	74,9	   0,0101275	75,0
     31,1935	   0,0100656	73,9	   0,0101743	73,4
     31,1955	   0,0101911	75,0	   0,0101838	72,4
     31,1975	   0,0101662	74,8	   0,0101677	74,8
     31,1994	   0,0101842	71,9	   0,0101902	72,9
     31,2014	   0,0101332	74,6	   0,0102086	74,1
     31,2033	   0,0101754	74,2	   0,0102435	74,9
     31,2053	    0,010219	72,4	   0,0102614	72,9
     31,2072	   0,0102132	75,5	    0,010244	73,2
     31,2092	   0,0103231	74,1	   0,0103361	73,7
     31,2111	    0,010203	72,8	   0,0103294	74,9
     31,2131	   0,0103372	74,7	   0,0103321	73,2
     31,2151	    0,010307	73,9	   0,0103652	74,9
      31,217	   0,0102693	73,9	   0,0104136	74,2
      31,219	   0,0103391	72,4	   0,0103369	73,6
     31,2209	   0,0103694	74,5	   0,0104364	75,0
     31,2229	   0,0103438	73,6	   0,0104047	75,7
     31,2248	    0,010349	73,5	   0,0104063	72,9
     31,2268	   0,0104021	74,7	   0,0104133	72,9
     31,2287	   0,0103703	72,4	   0,0104706	72,6
     31,2307	   0,0104562	75,0	   0,0104253	75,3
     31,2326	   0,0104192	73,1	     0,01048	73,8
     31,2346	   0,0103576	74,1	   0,0105416	73,4
     31,2366	   0,0105468	73,6	   0,0105526	75,2
     31,2385	   0,0104884	75,6	   0,0105449	72,4
     31,2405	   0,0104452	73,5	   0,0105335	74,0
     31,2424	   0,0105338	75,3	   0,0105476	73,5
     31,2444	   0,0105081	74,1	   0,0105678	75,1
     31,2463	   0,0105205	73,3	   0,0105709	74,0
     31,2483	   0,0105922	75,5	   0,0106146	73,8
     31,2502	   0,0104924	75,3	   0,0106021	75,5
     31,2522	   0,0106433	74,0	   0,0106417	74,0
     31,2542	   0,0106088	72,4	   0,0106433	74,7
     31,2561	   0,0106062	75,3	   0,0107087	75,0
     31,2581	   0,0107181	73,4	   0,0107216	75,0
       31,26	   0,0105988	74,4	   0,0107341	72,9
      31,262	   0,0107165	75,6	   0,0108185	73,7
     31,2639	   0,0106845	73,0	   0,0107091	74,8
     31,2659	   0,0106481	73,8	   0,0107362	73,1
     31,2678	   0,0107987	73,4	   0,0108011	74,2
     31,2698	   0,0107566	74,5	   0,0107634	74,8
     31,2717	   0,0107279	73,1	   0,0107945	74,5
     31,2737	   0,0108219	73,6	   0,0108375	73,3
     31,2757	   0,0107987	75,5	   0,0108646	73,7
     31,2776	    0,010812	73,6	   0,0108543	75,1
     31,2796	   0,0108468	74,5	   0,0109047	73,1
     31,2815	   0,0108473	75,7	    0,010893	74,5
     31,2835	   0,0109068	74,2	   0,0109168	74,7
     31,2854	   0,0109113	72,9	   0,0110171	73,0
     31,2874	   0,0107963	72,9	   0,0109369	72,6
     31,2893	   0,0109879	74,9	   0,0109569	74,1
     31,2913	   0,0108697	75,2	   0,0109634	74,5
     31,2933	   0,0110037	73,9	   0,0110493	75,4
     31,2952	   0,0110195	75,5	   0,0110124	73,7
     31,2972	   0,0109477	74,8	   0,0110512	74,0
     31,2991	   0,0109995	74,2	   0,0111394	74,4
     31,3011	    0,010994	74,6	   0,0110808	73,3
      31,303	   0,0111061	75,1	   0,0111194	73,4
      31,305	     0,01104	74,4	   0,0112342	75,7
     31,3069	   0,0111458	74,0	   0,0111608	76,1
     31,3089	   0,0110858	74,7	   0,0111277	73,8
     31,3109	   0,0111326	75,7	   0,0113035	74,0
     31,3128	   0,0111116	73,2	   0,0111561	75,3
     31,3148	   0,0111809	74,4	   0,0112516	74,2
     31,3167	   0,0111664	75,0	    0,011286	74,2
     31,3187	   0,0111702	73,1	   0,0111736	74,6
     31,3206	   0,0112809	72,9	   0,0113184	74,8
     31,3226	    0,011118	74,7	   0,0113001	75,2
     31,3245	   0,0115088	77,0	   0,0112671	73,6
     31,3265	   0,0113135	73,9	    0,011344	73,6
     31,3284	   0,0111466	74,1	   0,0113846	75,9
     31,3304	   0,0114763	74,9	   0,0114084	75,6
     31,3324	   0,0112645	74,1	   0,0113981	73,5
     31,3343	   0,0113313	73,5	   0,0114252	73,6
     31,3363	   0,0114874	73,9	   0,0114399	75,7
     31,3382	   0,0112508	74,8	   0,0114329	75,7
     31,3402	   0,0114161	74,2	   0,0114584	74,1
     31,3421	   0,0115193	73,4	   0,0115438	73,0
     31,3441	    0,011451	73,9	   0,0115273	75,0
      31,346	   0,0114838	74,9	   0,0115399	75,3
      31,348	   0,0115021	74,6	   0,0116048	74,1
       31,35	   0,0114818	73,7	   0,0116036	73,9
     31,3519	   0,0115275	75,5	   0,0115949	73,8
     31,3539	   0,0116516	74,7	    0,011692	75,2
     31,3558	   0,0114957	73,3	    0,011632	73,7
     31,3578	   0,0115683	72,9	   0,0116921	72,6
     31,3597	   0,0116634	73,8	    0,011665	73,0
     31,3617	   0,0116616	75,1	   0,0117094	73,4
     31,3636	   0,0115995	73,8	   0,0117401	74,5
     31,3656	   0,0117557	74,6	   0,0116854	75,9
     31,3675	    0,011703	75,9	   0,0118022	73,5
     31,3695	   0,0116796	73,8	   0,0118161	73,9
     31,3715	   0,0118216	73,9	    0,011832	75,8
     31,3734	   0,0117147	72,0	   0,0118581	76,3
     31,3754	   0,0117281	75,2	    0,011891	73,8
     31,3773	   0,0119241	73,3	   0,0118904	74,3
     31,3793	   0,0118162	73,6	   0,0118796	73,7
     31,3812	   0,0118486	75,2	    0,011926	74,7
     31,3832	   0,0119225	75,1	   0,0119575	76,0
     31,3851	   0,0119334	74,1	   0,0119482	73,7
     31,3871	   0,0119299	74,2	   0,0120174	73,1
     31,3891	    0,011947	75,1	    0,012053	74,1
      31,391	   0,0120336	75,9	     0,01203	75,2
      31,393	   0,0120247	74,9	   0,0120492	72,9
     31,3949	   0,0120067	73,4	   0,0121834	74,8
     31,3969	   0,0120607	73,2	   0,0121266	74,1
