X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [07-10-24 12:42]		003: [07-10-24 12:45]	
        41,5	   0,0211022	77,5	   0,0224037	78,6
      41,502	   0,0214099	79,4	   0,0224883	78,1
     41,5039	    0,021783	78,3	   0,0224989	77,8
     41,5059	   0,0221072	79,8	   0,0225635	77,6
     41,5078	   0,0222766	79,0	   0,0225341	79,0
     41,5098	   0,0224718	78,1	   0,0225468	76,3
     41,5117	   0,0226026	78,5	    0,022546	77,7
     41,5137	   0,0226899	78,6	   0,0227033	77,7
     41,5156	   0,0226614	78,8	   0,0227315	78,4
     41,5176	    0,022725	77,8	   0,0227973	77,2
     41,5196	   0,0228474	78,6	   0,0228261	76,4
     41,5215	   0,0228771	78,5	   0,0228028	78,6
     41,5235	   0,0228785	79,4	   0,0228554	77,5
     41,5254	   0,0230104	77,5	   0,0228517	78,0
     41,5274	   0,0229874	77,2	   0,0228191	77,8
     41,5293	   0,0230244	79,1	   0,0229403	76,5
     41,5313	   0,0230546	78,4	   0,0230018	78,8
     41,5332	   0,0231181	79,6	   0,0229788	77,9
     41,5352	   0,0232471	78,9	   0,0230037	79,1
     41,5371	   0,0232209	78,3	   0,0231045	77,8
     41,5391	   0,0231857	78,5	   0,0231072	77,7
     41,5411	   0,0232547	78,9	   0,0231432	78,6
      41,543	   0,0233057	79,5	   0,0231736	77,9
      41,545	   0,0233537	79,5	   0,0232793	79,3
     41,5469	   0,0233864	78,6	   0,0233289	78,3
     41,5489	   0,0233985	78,5	   0,0233696	78,4
     41,5508	   0,0234402	79,4	   0,0233743	78,3
     41,5528	   0,0235099	79,3	   0,0233553	78,4
     41,5547	   0,0235277	77,7	   0,0234749	78,3
     41,5567	   0,0236162	79,4	   0,0234555	77,6
     41,5587	   0,0236582	79,6	   0,0235535	77,8
     41,5606	   0,0237298	79,5	   0,0236218	78,4
     41,5626	   0,0236709	80,2	   0,0236576	78,6
     41,5645	   0,0236433	78,0	   0,0236519	78,8
     41,5665	   0,0237046	79,4	   0,0236411	78,3
     41,5684	   0,0238275	79,3	   0,0237198	78,9
     41,5704	   0,0239512	79,7	   0,0237065	77,9
     41,5723	   0,0238791	80,4	   0,0237284	80,4
     41,5743	   0,0238555	77,7	   0,0237705	79,8
     41,5762	    0,023827	79,1	    0,023932	78,1
     41,5782	   0,0239548	79,4	   0,0239811	78,8
     41,5802	   0,0241125	79,5	   0,0239611	78,6
     41,5821	   0,0241285	79,3	   0,0240199	79,4
     41,5841	   0,0242477	78,4	    0,024003	78,8
      41,586	   0,0242251	79,2	   0,0240447	78,6
      41,588	   0,0241596	78,8	   0,0241636	78,4
     41,5899	   0,0242418	80,5	   0,0242681	78,4
     41,5919	   0,0242722	80,4	   0,0243307	79,9
     41,5938	   0,0243944	79,1	    0,024311	79,6
     41,5958	   0,0244088	79,8	   0,0243427	78,8
     41,5978	   0,0243933	79,3	   0,0242507	78,2
     41,5997	   0,0244368	80,5	   0,0243344	77,4
     41,6017	   0,0245699	79,0	    0,024425	79,7
     41,6036	   0,0245859	78,8	     0,02438	80,3
     41,6056	   0,0246386	79,1	   0,0245555	79,4
     41,6075	   0,0246258	78,8	   0,0246745	79,6
     41,6095	   0,0246014	80,3	   0,0247518	78,9
     41,6114	   0,0246276	79,3	   0,0246389	79,6
     41,6134	   0,0246719	79,0	   0,0246938	79,2
     41,6153	   0,0247624	80,0	   0,0247993	79,9
     41,6173	   0,0248775	79,2	   0,0248859	78,8
     41,6193	   0,0250248	81,2	   0,0248334	79,3
     41,6212	   0,0251083	80,5	   0,0247708	80,5
     41,6232	   0,0249107	78,6	   0,0248897	78,9
     41,6251	   0,0248777	80,4	   0,0251316	80,6
