X-Data [Hz]	Piezo (M - Filtered) [mV]	Phase [Deg]	Piezo (M - Filtered) [mV]	Phase [Deg]	
	002: [07-09-24 10:55]		003: [07-09-24 10:59]	
        40,5	   0,0553482	-100,9	   0,0694937	-105,8
     40,5029	   0,0591327	-110,1	   0,0624079	-105,9
     40,5059	   0,0606362	-104,1	   0,0643783	-111,9
     40,5088	   0,0623478	-110,2	   0,0633153	-107,0
     40,5117	   0,0613782	-109,2	   0,0626524	-101,9
     40,5147	   0,0612768	-102,0	    0,064475	-107,4
     40,5176	    0,062354	-108,8	   0,0621306	-102,5
     40,5205	   0,0627275	-102,6	   0,0640049	-110,2
     40,5235	   0,0631093	-108,7	   0,0650301	-108,2
     40,5264	   0,0633765	-111,4	   0,0616692	-101,7
     40,5293	   0,0614184	-102,3	   0,0652638	-107,6
     40,5323	   0,0610879	-106,4	   0,0644139	-101,7
     40,5352	   0,0613976	-103,0	   0,0639148	-105,3
     40,5381	   0,0633379	-103,4	   0,0651273	-110,9
     40,5411	   0,0639988	-111,7	    0,064139	-103,4
      40,544	   0,0646398	-110,2	   0,0655057	-109,5
     40,5469	   0,0646344	-111,6	   0,0648594	-104,4
     40,5499	   0,0629144	-108,8	   0,0648202	-103,0
     40,5528	   0,0633162	-102,8	   0,0644538	-106,6
     40,5557	   0,0633193	-109,3	   0,0641772	-102,7
     40,5587	   0,0648742	-111,9	   0,0650104	-111,1
     40,5616	   0,0649488	-108,4	   0,0658202	-112,0
     40,5645	   0,0682434	-114,0	   0,0656159	-101,5
     40,5674	   0,0666293	-106,3	   0,0667327	-108,9
     40,5704	   0,0641902	-104,5	   0,0643588	-101,8
     40,5733	   0,0659873	-112,8	   0,0653794	-106,8
     40,5762	    0,065419	-103,9	   0,0670542	-113,0
     40,5792	   0,0651491	-110,2	   0,0661546	-107,8
     40,5821	   0,0661877	-113,0	   0,0652293	-111,6
      40,585	   0,0654886	-103,7	   0,0678443	-108,7
      40,588	   0,0653417	-107,7	   0,0647776	-101,2
     40,5909	   0,0648885	-101,4	   0,0663247	-109,3
     40,5938	   0,0672275	-105,6	   0,0685178	-112,2
     40,5968	   0,0677647	-113,6	   0,0666408	-106,9
     40,5997	   0,0672923	-108,6	   0,0678243	-112,9
     40,6026	   0,0670549	-110,6	   0,0665602	-103,8
     40,6056	   0,0658724	-106,4	    0,067715	-102,2
     40,6085	    0,066441	-102,4	   0,0692887	-110,7
     40,6114	   0,0679904	-109,0	   0,0665028	-100,9
     40,6144	   0,0675611	-111,5	   0,0682695	-108,5
     40,6173	   0,0667858	-105,2	   0,0686164	-109,9
     40,6202	   0,0679981	-111,3	   0,0691951	-102,7
     40,6232	   0,0676971	-104,4	   0,0681161	-102,3
     40,6261	   0,0666483	-101,2	   0,0675588	-103,7
      40,629	   0,0678799	-106,7	   0,0681982	-103,1
      40,632	   0,0661638	-101,3	   0,0689882	-112,9
     40,6349	   0,0674751	-106,8	    0,069269	-107,6
     40,6378	   0,0697148	-113,8	   0,0682955	-102,2
     40,6408	   0,0666457	-105,7	   0,0676093	-108,6
     40,6437	   0,0688113	-113,3	   0,0676348	-102,7
     40,6466	   0,0678439	-104,3	   0,0674454	-103,0
     40,6496	   0,0690031	-101,7	   0,0689792	-109,4
     40,6525	   0,0684558	-108,0	   0,0702354	-110,3
     40,6554	   0,0676802	-112,9	   0,0690463	-109,1
     40,6584	   0,0688642	-106,2	   0,0708864	-110,3
     40,6613	   0,0695129	-110,4	   0,0689824	-101,5
     40,6642	   0,0686839	-109,6	   0,0682104	-102,4
     40,6672	   0,0692403	-101,8	    0,069983	-109,2
     40,6701	   0,0706202	-105,5	   0,0685883	-104,5
      40,673	   0,0676385	-103,4	   0,0671869	-104,7
      40,676	   0,0686499	-104,1	   0,0707388	-110,7
     40,6789	    0,071266	-112,1	   0,0695562	-101,4
     40,6818	   0,0699103	-111,0	   0,0713291	-108,0
     40,6847	   0,0706022	-109,1	   0,0726867	-111,2
     40,6877	   0,0712379	-110,4	   0,0689033	-106,8
     40,6906	   0,0695851	-102,9	   0,0713531	-111,8
     40,6936	    0,070839	-103,3	   0,0723384	-108,5
     40,6965	   0,0719371	-109,6	   0,0706324	-101,6
     40,6994	   0,0691752	-101,0	   0,0693552	-103,6
     40,7023	   0,0723299	-103,7	   0,0713131	-104,4
     40,7053	   0,0726801	-111,0	   0,0700535	-101,5
     40,7082	   0,0712537	-109,5	    0,071956	-111,4
     40,7111	   0,0707806	-102,3	   0,0743237	-110,3
     40,7141	   0,0724343	-110,5	   0,0719333	-104,8
      40,717	   0,0716134	-102,7	   0,0724147	-112,5
     40,7199	   0,0710283	-103,7	   0,0739312	-108,4
     40,7229	   0,0725739	-108,6	   0,0722337	-105,1
     40,7258	   0,0723755	-103,1	   0,0723732	-100,8
     40,7287	   0,0735727	-106,2	    0,072692	-108,9
     40,7317	       0,073	-112,4	   0,0728943	-100,5
     40,7346	   0,0736647	-109,5	   0,0725844	-106,4
     40,7375	   0,0736494	-106,2	   0,0748684	-111,4
     40,7405	   0,0738737	-112,1	   0,0729924	-102,6
     40,7434	   0,0731923	-106,3	   0,0739434	-107,5
     40,7463	   0,0721938	-101,7	   0,0745622	-110,2
     40,7493	   0,0735027	-108,7	   0,0737809	-104,2
     40,7522	   0,0731085	-101,6	    0,073177	-102,3
     40,7551	   0,0731103	-102,8	   0,0746354	-108,2
     40,7581	    0,073482	-108,5	   0,0731856	-102,8
      40,761	   0,0753298	-111,5	   0,0721776	-101,4
     40,7639	    0,073972	-106,0	   0,0743636	-107,7
     40,7669	   0,0743497	-112,3	   0,0744767	-101,7
     40,7698	   0,0745417	-107,0	   0,0751055	-102,4
     40,7727	   0,0742056	-101,5	    0,076074	-110,8
     40,7757	   0,0738675	-101,9	    0,075712	-108,1
     40,7786	    0,073747	-106,8	   0,0761652	-101,8
     40,7815	   0,0746798	-101,6	   0,0754324	-108,6
     40,7845	   0,0733572	-102,7	   0,0753286	-106,1
     40,7874	   0,0745304	-108,8	   0,0763388	-102,2
     40,7903	   0,0732722	-101,7	   0,0756443	-105,8
     40,7933	   0,0738118	-103,0	   0,0771839	-111,7
     40,7962	   0,0777136	-109,3	    0,076694	-104,9
     40,7991	   0,0765147	-109,8	   0,0769473	-109,6
     40,8021	   0,0761974	-105,5	   0,0772852	-107,6
      40,805	    0,079049	-110,3	   0,0770234	-100,7
     40,8079	   0,0765108	-109,7	   0,0772012	-103,2
     40,8109	   0,0743914	-105,0	   0,0781115	-106,7
     40,8138	   0,0789521	-110,4	   0,0764745	-100,3
     40,8167	   0,0768264	-108,5	   0,0761884	-103,9
     40,8196	   0,0771752	-101,3	   0,0780802	-110,7
     40,8226	   0,0768252	-102,7	   0,0791971	-107,5
     40,8255	   0,0781619	-107,5	   0,0770545	-102,7
     40,8284	   0,0768018	-101,1	   0,0758641	-101,4
     40,8314	   0,0786372	-103,5	   0,0792821	-106,4
     40,8343	   0,0804167	-109,9	   0,0781932	-100,3
     40,8372	   0,0786154	-108,3	   0,0785002	-103,8
     40,8402	   0,0775654	-102,9	   0,0808973	-110,5
     40,8431	   0,0797622	-109,1	   0,0803203	-107,6
      40,846	      0,0791	-110,6	   0,0794119	-106,9
      40,849	   0,0781344	-105,3	   0,0815478	-110,7
     40,8519	   0,0787767	-101,0	   0,0801651	-107,7
     40,8548	   0,0800065	-108,8	   0,0790822	-102,0
     40,8578	   0,0789898	-102,2	    0,079973	-102,2
     40,8607	   0,0780298	-101,8	   0,0807728	-108,0
     40,8636	   0,0797312	-107,0	   0,0790395	-101,1
     40,8666	   0,0801208	-111,3	   0,0803005	-100,8
     40,8695	   0,0799624	-103,6	   0,0806181	-108,5
     40,8724	   0,0817237	-109,2	   0,0811896	-104,4
     40,8754	   0,0822181	-109,1	   0,0790604	-99,7
     40,8783	   0,0806607	-106,1	   0,0807849	-101,9
     40,8812	   0,0804355	-109,3	   0,0830023	-108,8
     40,8842	   0,0821068	-110,7	   0,0810039	-100,2
     40,8871	   0,0812674	-107,9	   0,0806609	-103,3
       40,89	   0,0806116	-101,1	   0,0826286	-109,0
      40,893	    0,081829	-101,8	   0,0830924	-107,2
     40,8959	   0,0802813	-106,7	   0,0803153	-104,4
     40,8988	   0,0792453	-101,2	   0,0836833	-109,1
     40,9018	   0,0807987	-101,4	   0,0867564	-108,3
     40,9047	   0,0829967	-106,8	   0,0819087	-104,3
     40,9076	   0,0802787	-104,5	   0,0828729	-100,7
     40,9106	   0,0808562	-100,9	   0,0832618	-108,3
     40,9135	   0,0820881	-104,0	   0,0830811	-104,8
     40,9164	   0,0821374	-107,3	   0,0824346	-101,0
     40,9194	   0,0824993	-101,2	   0,0852808	-108,3
     40,9223	   0,0838714	-103,3	   0,0854961	-106,8
     40,9252	   0,0844637	-109,4	   0,0852184	-102,2
     40,9282	   0,0829944	-108,8	   0,0839094	-99,3
     40,9311	   0,0844993	-102,6	   0,0844509	-103,7
      40,934	   0,0854078	-106,0	   0,0849427	-100,9
      40,937	   0,0851982	-109,2	    0,084424	-100,0
     40,9399	   0,0845728	-105,9	   0,0847668	-104,3
     40,9428	   0,0830911	-101,0	   0,0861181	-107,9
     40,9457	   0,0843008	-101,9	   0,0856146	-106,2
     40,9487	   0,0862018	-105,4	   0,0857717	-102,4
     40,9516	   0,0819041	-101,0	   0,0871256	-108,9
     40,9545	    0,085607	-102,4	   0,0873649	-105,7
     40,9575	    0,087975	-106,7	   0,0871278	-103,1
