X-Data [Hz]	Piezo (M - Filtered) [mV]	Phase [Deg]	Piezo (M - Filtered) [mV]	Phase [Deg]	
	002: [07-09-24 17:28]		003: [07-09-24 17:31]	
        41,5	     9,62113	-107,8	     9,75784	-109,0
      41,502	     9,54015	-104,0	     9,83862	-105,5
     41,5039	     9,56687	-108,0	      9,8496	-105,8
     41,5059	     9,53445	-105,1	     9,78508	-104,0
     41,5078	     9,72411	-104,2	     9,73575	-106,1
     41,5098	     9,76453	-103,6	     9,86362	-105,1
     41,5117	     9,89451	-102,3	     9,99546	-107,2
     41,5137	     9,78376	-105,0	     10,1235	-104,3
     41,5156	     9,66589	-103,3	     9,76318	-105,1
     41,5176	     9,92862	-106,6	      9,6689	-107,1
     41,5196	      9,9497	-105,7	     9,96302	-108,0
     41,5215	     9,89978	-105,5	     10,0451	-108,9
     41,5235	     9,86103	-104,8	     9,93299	-102,3
     41,5254	     9,89338	-103,5	     9,80821	-104,7
     41,5274	     10,0064	-107,0	     9,81111	-107,9
     41,5293	     9,93959	-106,3	     10,0572	-105,9
     41,5313	     9,93055	-107,1	     10,1499	-106,5
     41,5332	      10,053	-106,8	      10,098	-104,2
     41,5352	     9,92798	-107,3	      10,045	-103,9
     41,5371	     9,93242	-106,1	     10,0505	-102,8
     41,5391	      10,137	-105,3	     10,1198	-103,7
     41,5411	     10,0682	-107,0	      10,228	-106,5
      41,543	     9,91973	-101,2	      10,286	-106,3
      41,545	     10,0671	-101,9	     10,1762	-106,3
     41,5469	      10,086	-104,5	     10,1105	-106,7
     41,5489	     10,1749	-101,7	     10,2616	-105,0
     41,5508	     10,2512	-107,5	     10,3437	-108,0
     41,5528	      10,184	-104,5	     10,2486	-105,2
     41,5547	     10,0492	-103,3	     10,1307	-107,3
     41,5567	     10,0794	-103,5	     10,1462	-104,7
     41,5587	     10,2638	-101,5	     10,2425	-104,5
     41,5606	     10,4155	-107,1	     10,4015	-104,1
     41,5626	     10,2755	-105,8	     10,2957	-104,0
     41,5645	     10,0995	-105,4	       10,43	-107,4
