X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [06-25-24 12:56]		003: [06-25-24 13:04]	
          31	  0,00524991	74,3	   0,0061554	71,3
      31,002	  0,00625295	72,1	  0,00622068	72,3
     31,0039	  0,00584918	76,2	  0,00623178	74,7
     31,0059	  0,00633895	71,5	  0,00625638	73,0
     31,0078	  0,00605994	74,7	  0,00620771	74,1
     31,0098	  0,00635068	71,9	  0,00625149	75,5
     31,0117	  0,00611407	75,5	  0,00623895	71,6
     31,0137	  0,00624033	72,8	  0,00624225	77,2
     31,0156	  0,00617194	74,9	   0,0062941	72,2
     31,0176	  0,00626889	74,7	  0,00623388	71,2
     31,0196	  0,00630216	73,7	  0,00631117	74,4
     31,0215	  0,00624539	74,1	  0,00623251	72,6
     31,0235	  0,00623417	71,0	  0,00630499	72,7
     31,0254	  0,00624205	74,5	  0,00623963	75,4
     31,0274	  0,00629964	71,9	  0,00632634	71,5
     31,0293	  0,00626971	74,3	  0,00633318	77,5
     31,0313	  0,00633108	72,1	  0,00632692	73,1
     31,0332	  0,00628662	74,0	  0,00632505	74,3
     31,0352	  0,00629853	72,5	  0,00631411	74,6
     31,0371	  0,00626266	74,5	  0,00627999	72,9
     31,0391	  0,00636639	73,7	  0,00639614	75,8
     31,0411	  0,00633316	73,6	  0,00629607	74,0
      31,043	  0,00634926	72,3	  0,00640729	72,2
      31,045	  0,00638432	74,6	  0,00630521	72,6
     31,0469	  0,00634603	72,2	  0,00639286	74,5
     31,0489	  0,00640141	74,6	  0,00630695	69,9
     31,0508	  0,00635786	72,0	  0,00643135	74,1
     31,0528	   0,0063748	73,9	  0,00635272	74,6
     31,0547	  0,00641421	74,6	  0,00645784	71,7
     31,0567	  0,00636885	71,9	  0,00636857	74,7
     31,0587	  0,00644254	74,8	  0,00648245	70,8
     31,0606	  0,00636884	72,7	  0,00641391	74,0
     31,0626	  0,00644849	75,1	  0,00646556	75,4
     31,0645	  0,00637166	71,8	  0,00644826	74,2
     31,0665	  0,00648068	74,7	  0,00645146	72,9
