X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [07-02-24 17:31]	
     35,0992	   0,0155363	-150,7
     35,1012	   0,0153992	-149,7
     35,1031	   0,0151504	-151,2
     35,1051	   0,0151486	-150,9
      35,107	   0,0153508	-151,1
      35,109	   0,0153263	-149,3
     35,1109	   0,0152001	-150,2
     35,1129	   0,0150189	-150,6
     35,1149	   0,0149801	-150,4
     35,1168	   0,0151084	-150,3
     35,1188	   0,0151213	-149,8
     35,1207	    0,015118	-150,1
     35,1227	   0,0150554	-149,6
     35,1246	   0,0149411	-149,3
     35,1266	   0,0148013	-150,3
     35,1285	   0,0148596	-150,4
     35,1305	   0,0148197	-149,4
     35,1325	   0,0149073	-150,4
     35,1344	   0,0148653	-149,2
     35,1364	   0,0147247	-149,6
     35,1383	   0,0146642	-149,2
     35,1403	   0,0147496	-150,2
     35,1422	   0,0146329	-149,4
     35,1442	   0,0145101	-149,0
     35,1461	   0,0146092	-149,7
     35,1481	   0,0146271	-150,3
       35,15	   0,0145734	-148,2
      35,152	   0,0143893	-149,3
      35,154	   0,0143749	-148,7
     35,1559	   0,0143704	-150,3
     35,1579	   0,0143769	-148,2
     35,1598	    0,014141	-150,3
     35,1618	   0,0141227	-149,7
     35,1637	   0,0142122	-149,1
     35,1657	   0,0142346	-149,6
     35,1676	   0,0141345	-148,4
     35,1696	   0,0139868	-149,9
     35,1716	   0,0142927	-149,0
     35,1735	   0,0141409	-147,3
     35,1755	   0,0139695	-148,0
     35,1774	    0,013939	-149,0
     35,1794	   0,0139348	-148,3
     35,1813	   0,0140443	-149,6
     35,1833	   0,0139444	-147,5
     35,1852	   0,0137869	-149,0
     35,1872	   0,0140336	-148,0
     35,1891	   0,0137247	-147,2
     35,1911	   0,0134915	-148,6
     35,1931	   0,0136659	-148,7
      35,195	   0,0138434	-148,3
      35,197	   0,0137703	-148,9
     35,1989	   0,0137417	-147,7
     35,2009	   0,0135203	-147,7
     35,2028	   0,0134585	-148,8
     35,2048	   0,0135366	-148,0
     35,2067	   0,0133378	-149,1
     35,2087	   0,0135391	-147,4
     35,2107	   0,0133971	-147,8
     35,2126	   0,0133197	-147,9
     35,2146	    0,013349	-148,5
     35,2165	   0,0133079	-147,9
     35,2185	   0,0133004	-148,1
     35,2204	   0,0140134	-149,4
     35,2224	   0,0135523	-143,2
     35,2243	   0,0123886	-145,7
     35,2263	   0,0127101	-151,5
     35,2282	    0,013583	-150,8
     35,2302	   0,0136459	-145,8
     35,2322	   0,0127169	-146,8
     35,2341	   0,0129075	-148,5
     35,2361	   0,0130054	-148,3
      35,238	   0,0129497	-147,7
       35,24	   0,0128938	-147,9
     35,2419	   0,0128477	-146,7
     35,2439	   0,0128368	-146,9
     35,2458	   0,0128561	-148,1
     35,2478	    0,012814	-146,9
     35,2498	   0,0128033	-148,4
     35,2517	   0,0128019	-146,9
     35,2537	   0,0127642	-148,3
     35,2556	   0,0126151	-147,4
     35,2576	   0,0126261	-147,4
     35,2595	   0,0126676	-147,6
     35,2615	   0,0124259	-146,7
     35,2634	   0,0124968	-148,5
     35,2654	   0,0126482	-147,8
     35,2673	   0,0125241	-147,4
     35,2693	   0,0124834	-147,6
     35,2713	   0,0124266	-147,0
     35,2732	   0,0124626	-147,1
     35,2752	   0,0123816	-145,7
     35,2771	   0,0123876	-147,5
     35,2791	   0,0125219	-147,1
      35,281	    0,012209	-146,7
      35,283	   0,0122227	-147,6
     35,2849	   0,0122487	-146,0
     35,2869	   0,0121228	-146,5
     35,2889	   0,0122096	-147,0
     35,2908	   0,0121357	-146,7
     35,2928	   0,0123148	-145,2
     35,2947	   0,0124616	-143,1
     35,2967	   0,0114467	-144,9
     35,2986	   0,0116575	-150,1
     35,3006	   0,0123638	-148,7
     35,3025	   0,0120607	-145,4
     35,3045	   0,0118056	-146,5
     35,3064	   0,0117908	-147,8
     35,3084	   0,0119827	-146,4
     35,3104	   0,0119671	-145,9
     35,3123	   0,0118388	-146,0
     35,3143	   0,0117847	-147,1
     35,3162	   0,0117685	-146,6
     35,3182	    0,011688	-145,6
     35,3201	   0,0117485	-147,2
     35,3221	   0,0116856	-146,0
      35,324	   0,0117075	-147,5
      35,326	   0,0116233	-145,7
      35,328	   0,0115192	-147,4
     35,3299	   0,0116523	-146,5
     35,3319	   0,0115636	-146,0
     35,3338	   0,0114403	-147,0
     35,3358	   0,0115191	-145,2
     35,3377	   0,0115143	-147,2
     35,3397	   0,0114641	-145,4
     35,3416	    0,011367	-147,4
     35,3436	   0,0113893	-146,5
     35,3456	   0,0115024	-146,1
     35,3475	   0,0113549	-146,3
     35,3495	     0,01128	-145,6
     35,3514	   0,0112384	-146,4
     35,3534	    0,011324	-146,4
     35,3553	    0,011224	-146,6
     35,3573	   0,0112285	-146,6
     35,3592	   0,0110929	-146,4
     35,3612	   0,0111673	-146,3
     35,3631	   0,0111445	-146,4
     35,3651	   0,0110711	-146,9
     35,3671	   0,0110868	-145,9
      35,369	   0,0110235	-146,5
      35,371	   0,0110528	-144,6
     35,3729	   0,0109743	-146,5
     35,3749	   0,0110131	-145,7
     35,3768	    0,010907	-146,2
     35,3788	   0,0109907	-145,2
     35,3807	   0,0108846	-146,3
     35,3827	   0,0108301	-146,5
     35,3847	   0,0108843	-146,0
     35,3866	   0,0108491	-146,4
     35,3886	   0,0107357	-145,1
     35,3905	    0,010737	-146,8
     35,3925	   0,0107619	-145,4
     35,3944	   0,0106738	-146,3
     35,3964	   0,0107492	-146,3
     35,3983	   0,0106649	-145,4
     35,4003	   0,0106059	-146,4
     35,4022	   0,0105602	-144,8
     35,4042	   0,0106443	-146,6
     35,4062	   0,0105509	-144,7
     35,4081	   0,0105647	-146,5
     35,4101	   0,0105567	-146,2
      35,412	   0,0105095	-146,1
      35,414	   0,0105185	-146,0
     35,4159	   0,0104882	-145,8
     35,4179	   0,0104307	-145,3
     35,4198	   0,0102929	-145,5
     35,4218	   0,0104613	-145,9
     35,4238	   0,0104806	-145,8
     35,4257	   0,0104231	-145,9
     35,4277	   0,0103245	-145,1
     35,4296	   0,0102562	-145,6
     35,4316	   0,0101478	-145,9
     35,4335	   0,0103674	-147,2
     35,4355	   0,0103156	-145,2
     35,4374	   0,0101036	-146,2
     35,4394	   0,0100999	-144,7
     35,4413	   0,0101523	-146,0
     35,4433	   0,0100494	-145,0
     35,4453	   0,0101327	-145,8
     35,4472	   0,0101886	-146,1
     35,4492	  0,00996028	-145,1
     35,4511	   0,0100017	-145,3
     35,4531	   0,0100063	-146,2
      35,455	   0,0100641	-144,6
      35,457	  0,00998096	-146,3
     35,4589	  0,00985982	-145,6
     35,4609	  0,00986571	-144,4
     35,4629	  0,00987826	-145,8
     35,4648	  0,00988236	-145,7
     35,4668	  0,00985182	-145,7
     35,4687	  0,00983156	-144,7
     35,4707	  0,00977441	-145,6
     35,4726	  0,00971749	-146,4
     35,4746	  0,00977593	-145,3
     35,4765	  0,00969706	-146,3
     35,4785	   0,0097122	-145,5
     35,4804	  0,00968774	-145,9
     35,4824	  0,00959271	-146,4
     35,4844	  0,00970127	-145,9
     35,4863	  0,00950325	-146,2
     35,4883	  0,00954216	-145,3
     35,4902	    0,009627	-146,6
     35,4922	  0,00962708	-144,0
     35,4941	  0,00941672	-145,6
     35,4961	  0,00949297	-145,9
      35,498	  0,00951581	-145,6
        35,5	  0,00955446	-145,7

