X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [06-26-24 17:55]		003: [06-26-24 18:10]	
        29,5	  0,00753459	72,9	  0,00822263	75,0
     29,5029	  0,00798684	76,1	  0,00818426	73,1
     29,5059	   0,0080486	73,6	  0,00823402	74,2
     29,5088	  0,00827242	73,7	  0,00821017	74,7
     29,5117	    0,008208	75,9	  0,00821069	75,0
     29,5147	  0,00826742	74,1	   0,0082228	73,6
     29,5176	   0,0082834	74,0	  0,00820959	74,5
     29,5205	  0,00818303	74,4	    0,008285	75,0
     29,5235	   0,0082208	74,9	  0,00820736	73,4
     29,5264	  0,00824757	74,9	  0,00827594	75,1
     29,5293	  0,00823491	73,3	  0,00824848	75,0
     29,5323	  0,00831001	75,1	  0,00823068	75,0
     29,5352	  0,00825117	74,5	  0,00821333	74,7
     29,5381	   0,0082641	73,5	  0,00829546	75,3
     29,5411	   0,0082895	74,3	  0,00825919	75,3
      29,544	  0,00821608	75,2	  0,00828915	74,8
     29,5469	  0,00838563	74,0	  0,00828386	73,9
     29,5499	  0,00832718	74,0	  0,00826972	73,9
     29,5528	  0,00825901	73,9	  0,00829794	73,9
     29,5557	  0,00832512	75,6	  0,00830812	74,4
     29,5587	  0,00825541	74,6	  0,00832282	75,0
     29,5616	  0,00836257	74,2	  0,00837517	73,3
     29,5645	  0,00836114	75,4	  0,00827241	73,7
     29,5674	  0,00826665	75,4	  0,00839455	74,9
     29,5704	  0,00831327	73,6	  0,00836091	75,0
     29,5733	  0,00835231	74,9	  0,00833278	74,2
     29,5762	  0,00832506	73,8	  0,00835212	75,6
     29,5792	  0,00847401	74,0	  0,00835834	75,3
     29,5821	  0,00834132	76,1	  0,00834305	74,1
      29,585	  0,00840138	73,9	  0,00836569	74,7
      29,588	   0,0084124	74,3	  0,00836788	74,4
     29,5909	   0,0084088	74,8	  0,00840221	74,7
     29,5938	  0,00838268	74,1	  0,00833475	74,2
     29,5968	  0,00839951	73,6	  0,00845139	74,6
     29,5997	  0,00842307	74,8	  0,00838057	74,1
     29,6026	  0,00842231	73,4	  0,00846741	75,6
     29,6056	  0,00843608	75,4	  0,00841748	74,4
     29,6085	  0,00839334	75,7	  0,00841807	73,9
     29,6114	  0,00848838	73,8	  0,00842089	74,3
     29,6144	  0,00839132	74,6	  0,00836171	74,4
     29,6173	   0,0085149	73,9	   0,0084739	75,3
     29,6202	  0,00849396	74,5	  0,00839812	74,3
     29,6232	  0,00843733	73,6	  0,00847526	75,7
     29,6261	  0,00849259	75,0	  0,00845759	74,7
      29,629	  0,00842917	73,7	  0,00847037	74,6
      29,632	  0,00853563	74,2	  0,00851966	74,9
     29,6349	  0,00844503	75,2	  0,00845136	74,5
     29,6378	  0,00850614	73,9	  0,00846858	74,1
     29,6408	  0,00846588	75,5	    0,008509	75,9
     29,6437	  0,00854247	73,6	  0,00849894	74,7
     29,6466	  0,00852972	74,4	  0,00851979	74,0
     29,6496	  0,00854968	75,1	  0,00849028	74,5
     29,6525	  0,00852494	74,4	  0,00859882	72,9
     29,6554	   0,0085391	75,1	  0,00847567	73,9
     29,6584	  0,00860115	75,5	    0,008593	74,4
     29,6613	  0,00846906	74,3	  0,00853405	74,5
     29,6642	  0,00863262	74,2	  0,00858967	74,6
     29,6672	   0,0085345	75,8	  0,00851032	74,3
     29,6701	  0,00862591	74,3	  0,00864501	74,6
      29,673	  0,00854936	75,4	  0,00856068	73,5
      29,676	  0,00863118	74,1	  0,00852653	74,6
     29,6789	  0,00858788	74,9	  0,00869683	73,8
     29,6818	   0,0086402	73,9	    0,008522	74,6
     29,6848	  0,00860317	74,2	  0,00864689	74,4
     29,6877	  0,00861027	74,7	  0,00863122	73,6
     29,6906	  0,00863796	73,6	  0,00856101	75,6
     29,6935	    0,008634	74,7	  0,00868409	74,6
